Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,LCN15_G00_neg m/z,LCN15_G00_neg RT mean,LCN15_G00_neg Normalized Area,LCN15_G09_neg m/z,LCN15_G09_neg RT mean,LCN15_G09_neg Normalized Area,LCN15_G10_neg m/z,LCN15_G10_neg RT mean,LCN15_G10_neg Normalized Area,LCN15_G11_neg m/z,LCN15_G11_neg RT mean,LCN15_G11_neg Normalized Area,LCN15_G04_neg m/z,LCN15_G04_neg RT mean,LCN15_G04_neg Normalized Area,LCN15_G05_neg m/z,LCN15_G05_neg RT mean,LCN15_G05_neg Normalized Area,LCN15_G06_neg m/z,LCN15_G06_neg RT mean,LCN15_G06_neg Normalized Area,LCN15_G07_neg m/z,LCN15_G07_neg RT mean,LCN15_G07_neg Normalized Area,LCN15_G08_neg m/z,LCN15_G08_neg RT mean,LCN15_G08_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.06,8.73,516.1068,2.00 - 2.10,1,37.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,516.1068,2.05,3.34E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,6.67E1,0:1.00,2.05,,
,0.06,4.75,778.8176,19.96 - 20.46,1,1.3E3,778.8168,20.22,2.53E3,-,-,0,-,-,0,-,-,0,778.8171,20.21,7.04E3,-,-,0,778.8177,20.22,1.06E3,778.8185,20.00,1.11E3,-,-,0,1.00:0:0:0:2.79:0:0.42:0.44:0,6.32E2,1.84E3,0.34:1.00,20.16,,
,0.06,8.73,738.8578,14.22 - 14.29,1,28.7,-,-,0,-,-,0,738.8578,14.29,2.59E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,6.47E1,0,1.00:0,14.29,,
,0.06,8.73,470.2864,1.46 - 1.53,1,25.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,470.2864,1.51,2.28E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,4.57E1,0:1.00,1.51,,
,0.06,8.73,657.5052,4.06 - 4.13,1,75.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,657.5052,4.10,6.79E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,1.36E2,0:1.00,4.10,,
,0.06,8.73,838.7217,1.38 - 1.45,1,38.3,-,-,0,-,-,0,-,-,0,838.7217,1.45,3.45E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,8.62E1,0,1.00:0,1.45,,
,0.06,8.73,738.7590,1.44 - 1.52,1,35.7,-,-,0,-,-,0,-,-,0,738.7590,1.49,3.21E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,8.02E1,0,1.00:0,1.49,,
,0.06,3.47,731.7561,1.35 - 2.59,1,40.1,-,-,0,-,-,0,-,-,0,731.7555,1.37,1.89E2,-,-,0,-,-,0,-,-,0,731.7567,2.54,1.71E2,-,-,0,0:0:0:1.00:0:0:0:0.91:0,4.73E1,3.43E1,1.38:1.00,1.95,,
,0.06,8.73,1081.7288,20.22 - 20.28,1,50.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1081.7288,20.24,4.53E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,9.06E1,0:1.00,20.24,,
,0.06,8.73,625.9520,2.46 - 2.55,1,103,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,625.9520,2.51,9.27E2,0:0:0:0:0:0:0:0:1.00,0,1.85E2,0:1.00,2.51,,
,0.06,4.52,602.7918,11.51 - 13.20,1,142.1,-,-,0,602.7933,13.20,3.02E2,-,-,0,-,-,0,602.7944,12.43,2.84E2,602.7878,11.60,4.94E2,-,-,0,602.7916,12.77,2E2,-,-,0,0:0.61:0:0:0.58:1.00:0:0.40:0,7.55E1,1.95E2,0.39:1.00,12.50,,
,0.06,8.69,682.7503,1.11 - 1.19,1,37.6,-,-,0,-,-,0,-,-,0,682.7503,1.15,3.39E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,8.47E1,0,1.00:0,1.15,,
,0.06,3.25,594.7818,6.46 - 6.73,1,43.7,594.7804,6.69,1.92E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,594.7832,6.52,2.02E2,-,-,0,1.00:0:0:0:0:0:0:1.05:0,4.8E1,4.03E1,1.19:1.00,6.60,,
,0.06,8.69,571.1099,4.11 - 4.26,1,177.9,-,-,0,-,-,0,-,-,0,-,-,0,571.1099,4.22,1.6E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,0,3.2E2,0:1.00,4.22,,
,0.06,8.69,700.5999,13.93 - 14.16,1,276,-,-,0,-,-,0,-,-,0,-,-,0,700.5999,14.05,2.48E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,0,4.97E2,0:1.00,14.05,,
,0.06,8.69,691.7982,13.40 - 13.45,1,20.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,691.7982,13.43,1.87E2,0:0:0:0:0:0:0:0:1.00,0,3.75E1,0:1.00,13.43,,
,0.06,8.69,529.3142,3.34 - 3.44,1,105.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,529.3142,3.41,9.53E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,1.91E2,0:1.00,3.41,,
,0.06,8.69,1450.6775,20.13 - 20.21,1,453.5,-,-,0,-,-,0,-,-,0,1450.6775,20.20,4.08E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.02E3,0,1.00:0,20.20,,
,0.06,5.89,614.8272,3.34 - 6.04,1,176.6,614.8259,4.94,2.34E2,614.8278,6.00,1.97E2,-,-,0,614.8276,3.40,8.48E2,-,-,0,-,-,0,-,-,0,-,-,0,614.8276,5.33,3.11E2,1.00:0.84:0:3.62:0:0:0:0:1.33,3.2E2,6.21E1,5.15:1.00,4.92,,
,0.06,4.27,508.8063,6.79 - 7.80,1,221.2,-,-,0,508.8070,7.29,7.25E2,508.8048,6.82,5.54E2,-,-,0,508.8065,6.96,2.89E2,-,-,0,-,-,0,508.8068,7.50,4.23E2,-,-,0,0:1.00:0.77:0:0.40:0:0:0.58:0,3.2E2,1.42E2,2.25:1.00,7.14,,
,0.06,3.72,644.7730,10.10 - 11.80,1,233.8,644.7745,10.27,2.74E2,644.7725,11.65,9.12E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,644.7745,10.12,3.74E2,644.7706,10.60,5.45E2,1.00:3.32:0:0:0:0:0:1.36:1.99,2.96E2,1.84E2,1.61:1.00,10.66,,
,0.06,3.80,509.8094,4.55 - 5.40,1,322.7,-,-,0,-,-,0,509.8086,4.81,3.07E2,509.8105,5.25,1.37E3,509.8092,4.56,5.59E2,-,-,0,509.8093,4.90,6.71E2,-,-,0,-,-,0,0:0:1.00:4.44:1.82:0:2.18:0:0,4.18E2,2.46E2,1.70:1.00,4.88,,
,0.06,6.60,846.7398,9.61 - 11.34,1,472.7,846.7397,10.81,9.49E2,846.7434,11.22,1.6E3,-,-,0,846.7363,10.10,1.07E3,-,-,0,-,-,0,-,-,0,846.7399,9.69,6.4E2,-,-,0,1.00:1.69:0:1.12:0:0:0:0.67:0,9.04E2,1.28E2,7.06:1.00,10.45,,
,0.06,8.69,586.9015,12.55 - 13.74,2,340.9,-,-,0,-,-,0,-,-,0,-,-,0,586.9012,13.58,1.2E3,586.9005,13.71,3.06E2,586.9031,13.05,6.67E2,586.9012,12.72,8.98E2,-,-,0,0:0:0:0:3.91:1.00:2.18:2.94:0,0,6.14E2,0:1.00,13.27,,
,0.06,7.86,348.9086,6.37 - 8.08,1,285.1,348.9095,6.55,1.24E3,-,-,0,348.9081,6.99,5.02E2,348.9087,7.19,5.82E2,-,-,0,-,-,0,-,-,0,348.9081,6.41,2.46E2,-,-,0,1.00:0:0.41:0.47:0:0:0:0.20:0,5.8E2,4.92E1,11.79:1.00,6.78,,
,0.06,3.83,736.7741,10.34 - 11.70,1,331.4,736.7725,11.68,2.73E2,-,-,0,-,-,0,736.7742,11.24,1.46E3,-,-,0,-,-,0,736.7742,10.47,8.02E2,736.7756,10.68,4.49E2,-,-,0,1.00:0:0:5.35:0:0:2.94:1.65:0,4.33E2,2.5E2,1.73:1.00,11.02,,
,0.06,8.69,274.0547,0.11 - 0.24,1,5.9E3,-,-,0,274.0547,0.15,5.31E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.33E4,0,1.00:0,0.15,,
,0.06,8.64,360.8572,6.43 - 7.69,1,271.1,-,-,0,-,-,0,-,-,0,-,-,0,360.8572,6.53,2.63E2,360.8564,7.56,6.38E2,360.8579,7.22,7.53E2,360.8572,6.73,7.85E2,-,-,0,0:0:0:0:0.41:1.00:1.18:1.23:0,0,4.88E2,0:1.00,7.01,,
,0.06,4.03,722.7843,4.56 - 6.55,1,562.4,722.7858,5.12,6.39E2,-,-,0,-,-,0,722.7856,6.11,2.46E3,-,-,0,-,-,0,-,-,0,722.7804,4.72,8.7E2,722.7853,5.21,1.1E3,1.00:0:0:3.85:0:0:0:1.36:1.72,7.74E2,3.93E2,1.97:1.00,5.29,,
,0.06,8.64,828.7589,7.93 - 7.99,1,21.1,-,-,0,828.7589,7.95,1.89E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,4.74E1,0,1.00:0,7.95,,
,0.06,8.38,506.8088,6.43 - 12.27,1,1.7E4,506.8091,7.03,4.27E4,506.8084,7.27,7.94E4,506.8107,7.36,4.24E3,-,-,0,506.8072,7.55,-,506.8084,6.66,3E3,-,-,0,506.8091,7.16,5.69E3,-,-,0,14.26:26.50:1.42:0:-:1.00:0:1.90:0,3.16E4,2.17E3,14.55:1.00,7.17,,
,0.06,8.64,342.1627,0.54 - 0.67,1,338.1,-,-,0,342.1627,0.57,3.04E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,7.61E2,0,1.00:0,0.57,,
,0.06,8.64,390.8700,9.69 - 9.80,1,59.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,390.8700,9.75,5.36E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.07E2,0:1.00,9.75,,
,0.06,3.27,419.8293,3.28 - 4.70,1,93.8,-,-,0,-,-,0,-,-,0,419.8301,3.30,3.36E2,-,-,0,419.8286,4.02,1.1E2,-,-,0,419.8299,4.64,6.03E1,419.8286,4.21,3.37E2,0:0:0:3.06:0:1.00:0:0.55:3.06,8.41E1,1.01E2,0.83:1.00,4.04,,
,0.06,8.68,898.5771,8.77 - 8.94,1,110.3,-,-,0,-,-,0,898.5771,8.85,9.92E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.48E2,0,1.00:0,8.85,,
,0.06,8.68,294.8141,2.00 - 2.24,1,66.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,294.8141,2.00,5.99E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.2E2,0:1.00,2.00,,
,0.06,8.68,645.5411,8.11 - 8.48,1,227.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,645.5411,8.43,2.05E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,4.1E2,0:1.00,8.43,,
,0.06,5.61,620.8554,5.25 - 6.61,1,420.2,-,-,0,620.8555,5.57,5.62E2,620.8563,6.58,3.93E2,620.8552,6.44,2.01E3,620.8547,5.28,8.18E2,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.70:3.57:1.46:0:0:0:0,7.41E2,1.64E2,4.53:1.00,5.97,,
,0.06,5.17,509.8104,9.16 - 10.82,1,352.1,-,-,0,509.8100,10.19,5.69E2,-,-,0,-,-,0,509.8107,10.56,1.09E3,-,-,0,-,-,0,509.8099,9.30,9.48E2,509.8112,10.10,5.61E2,0:1.00:0:0:1.92:0:0:1.67:0.98,1.42E2,5.2E2,0.27:1.00,10.04,,
,0.06,4.68,543.8438,15.38 - 16.82,1,271.9,-,-,0,543.8430,15.89,5.39E2,-,-,0,-,-,0,543.8432,15.42,5.73E2,543.8440,15.69,7.3E2,-,-,0,-,-,0,543.8448,16.75,6.05E2,0:0.74:0:0:0.78:1.00:0:0:0.83,1.35E2,3.82E2,0.35:1.00,15.94,,
,0.06,3.13,701.8089,10.79 - 11.48,1,375.1,-,-,0,-,-,0,-,-,0,701.8054,10.96,1.43E3,701.8087,11.10,9.66E2,-,-,0,701.8098,11.42,4.86E2,-,-,0,701.8119,10.85,4.99E2,0:0:0:1.00:0.68:0:0.34:0:0.35,3.56E2,3.9E2,0.91:1.00,11.08,,
,0.06,4.34,733.8289,11.28 - 12.92,1,641.7,-,-,0,-,-,0,733.8316,11.50,7.1E2,733.8273,12.67,3.06E3,-,-,0,733.8280,11.75,4.3E2,733.8286,11.42,1.57E3,-,-,0,-,-,0,0:0:1.65:7.12:0:1.00:3.66:0:0,9.43E2,4.01E2,2.35:1.00,11.83,,
,0.06,3.42,838.7832,14.85 - 15.38,1,63.7,838.7807,14.88,2.14E2,-,-,0,-,-,0,-,-,0,-,-,0,838.7858,15.32,3.59E2,-,-,0,-,-,0,-,-,0,0.60:0:0:0:0:1.00:0:0:0,5.36E1,7.18E1,0.75:1.00,15.10,,
,0.06,4.40,955.8022,20.15 - 20.22,2,318.2,955.8006,20.18,7.07E2,-,-,0,-,-,0,-,-,0,-,-,0,955.8045,20.17,6E2,955.8016,20.20,1.56E3,-,-,0,-,-,0,1.18:0:0:0:0:1.00:2.59:0:0,1.77E2,4.31E2,0.41:1.00,20.18,,
,0.06,8.63,850.2784,20.04 - 20.13,1,128.2,-,-,0,-,-,0,-,-,0,850.2784,20.09,1.15E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.89E2,0,1.00:0,20.09,,
,0.06,3.58,760.8348,15.27 - 16.22,1,176.7,760.8356,15.31,3.61E2,-,-,0,760.8341,15.33,5.04E2,-,-,0,-,-,0,-,-,0,-,-,0,760.8362,16.18,3.42E2,760.8334,16.08,3.84E2,1.00:0:1.40:0:0:0:0:0.95:1.06,2.16E2,1.45E2,1.49:1.00,15.72,,
,0.06,8.63,789.7106,16.04 - 16.14,1,130.1,-,-,0,789.7106,16.07,1.17E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.93E2,0,1.00:0,16.07,,
,0.06,3.24,732.8142,11.77 - 14.30,1,589.4,-,-,0,732.8142,14.18,1.2E3,732.8124,11.87,1.38E3,-,-,0,732.8169,12.50,1.2E3,-,-,0,-,-,0,-,-,0,732.8135,12.18,1.52E3,0:1.00:1.14:0:1.00:0:0:0:1.26,6.45E2,5.45E2,1.18:1.00,12.68,,
,0.06,8.67,572.4518,3.29 - 3.69,1,306.4,572.4518,3.40,2.76E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,6.89E2,0,1.00:0,3.40,,
,0.06,8.67,482.1632,16.27 - 16.35,1,44.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,482.1632,16.31,4.03E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,8.06E1,0:1.00,16.31,,
,0.06,8.67,386.8078,10.98 - 11.70,3,29.5,-,-,0,-,-,0,-,-,0,-,-,0,386.8079,11.67,1.11E2,-,-,0,-,-,0,-,-,0,386.8077,11.02,1.55E2,0:0:0:0:1.00:0:0:0:1.40,0,5.31E1,0:1.00,11.34,,
,0.06,8.63,526.3041,2.10 - 2.25,1,230.7,526.3041,2.20,2.08E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,5.19E2,0,1.00:0,2.20,,
,0.06,6.47,846.7433,5.98 - 6.84,1,258.5,846.7390,6.55,6.33E2,-,-,0,846.7463,6.74,7.13E2,846.7433,6.02,6.17E2,846.7445,6.45,3.63E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:1.13:0.97:0.57:0:0:0:0,4.91E2,7.26E1,6.76:1.00,6.44,,
,0.06,8.63,556.7927,1.88 - 1.96,1,37,-,-,0,-,-,0,-,-,0,556.7927,1.92,3.33E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,8.33E1,0,1.00:0,1.92,,
,0.06,8.63,360.8568,12.33 - 14.03,1,208.9,-,-,0,-,-,0,-,-,0,-,-,0,360.8558,14.00,2.09E2,360.8575,12.52,1.01E3,-,-,0,360.8570,13.85,4.03E2,360.8568,13.96,2.61E2,0:0:0:0:0.21:1.00:0:0.40:0.26,0,3.76E2,0:1.00,13.58,,
,0.06,8.58,827.7598,13.52 - 13.59,1,28.2,-,-,0,827.7598,13.56,2.54E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,6.34E1,0,1.00:0,13.56,,
,0.06,5.15,614.7516,0.00 - 0.59,1,76.5,-,-,0,-,-,0,-,-,0,614.7523,0.52,5.14E2,-,-,0,614.7509,0.07,1.75E2,-,-,0,-,-,0,-,-,0,0:0:0:2.93:0:1.00:0:0:0,1.28E2,3.51E1,3.66:1.00,0.29,,
,0.06,8.58,660.1633,3.76 - 4.00,1,213.3,-,-,0,-,-,0,-,-,0,-,-,0,660.1633,3.96,1.92E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,0,3.84E2,0:1.00,3.96,,
,0.06,8.58,754.2893,10.27 - 10.37,2,20.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,754.2893,10.33,1.87E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,3.75E1,0:1.00,10.33,,
,0.06,8.58,798.7474,10.51 - 10.58,1,30.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,798.7474,10.52,2.71E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,5.41E1,0:1.00,10.52,,
,0.06,7.57,749.8097,10.65 - 12.61,1,300.5,749.8036,11.88,4.48E2,-,-,0,749.8140,10.68,1.05E3,749.8113,12.55,9.23E2,-,-,0,-,-,0,-,-,0,749.8098,11.31,2.79E2,-,-,0,1.00:0:2.35:2.06:0:0:0:0.62:0,6.06E2,5.59E1,10.85:1.00,11.61,,
,0.06,8.58,734.8296,11.35 - 15.09,1,2.3E3,-,-,0,-,-,0,-,-,0,734.8347,15.06,6.02E2,734.8243,13.78,2.54E3,734.8286,11.60,1.59E4,734.8306,13.26,8.7E2,734.8298,13.50,8.37E2,-,-,0,0:0:0:0.04:0.16:1.00:0.05:0.05:0,1.5E2,4.03E3,0.04:1.00,13.44,,
,0.06,7.93,664.3082,9.41 - 10.22,2,1.6E3,-,-,0,664.3086,9.83,8.83E2,-,-,0,-,-,0,-,-,0,664.3082,9.83,1.25E4,664.3076,9.82,9.49E2,664.3083,9.82,3E2,-,-,0,0:0.07:0:0:0:1.00:0.08:0.02:0,2.21E2,2.76E3,0.08:1.00,9.83,,
,0.06,8.58,761.6776,15.53 - 15.62,1,92.7,-,-,0,761.6776,15.59,8.34E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.09E2,0,1.00:0,15.59,,
,0.06,8.58,542.8395,15.99 - 17.59,1,357.4,-,-,0,-,-,0,-,-,0,-,-,0,542.8394,16.07,5.08E2,542.8403,16.26,6.6E2,-,-,0,542.8394,17.56,3.17E2,542.8389,16.65,1.73E3,0:0:0:0:0.77:1.00:0:0.48:2.62,0,6.43E2,0:1.00,16.64,,
,0.06,3.86,575.7987,12.08 - 14.45,1,881.1,-,-,0,575.7997,12.68,2.46E3,-,-,0,-,-,0,-,-,0,575.7997,12.70,1.64E3,-,-,0,575.7997,14.41,4.62E2,575.7957,12.18,3.37E3,0:1.50:0:0:0:1.00:0:0.28:2.05,6.15E2,1.09E3,0.56:1.00,12.99,,
,0.06,3.20,790.7731,10.89 - 13.16,1,649.8,-,-,0,-,-,0,-,-,0,790.7705,13.02,2.39E3,790.7735,10.96,6.87E2,790.7746,11.66,2E3,790.7736,11.01,7.66E2,-,-,0,-,-,0,0:0:0:1.20:0.34:1.00:0.38:0:0,5.99E2,6.91E2,0.87:1.00,11.66,,
,0.06,3.72,782.7621,9.97 - 11.65,1,282.9,-,-,0,782.7642,11.65,3.88E2,782.7637,10.00,5.26E2,782.7618,10.32,5.27E2,-,-,0,-,-,0,-,-,0,-,-,0,782.7587,10.05,1.11E3,0:1.00:1.35:1.36:0:0:0:0:2.85,3.6E2,2.21E2,1.63:1.00,10.50,,
,0.06,3.78,588.8221,9.00 - 12.86,1,5.1E3,588.8221,9.23,9.79E3,588.8230,10.52,4.83E3,-,-,0,-,-,0,588.8204,9.19,2.81E4,-,-,0,-,-,0,588.8229,9.46,2.69E3,-,-,0,1.00:0.49:0:0:2.88:0:0:0.27:0,3.66E3,6.17E3,0.59:1.00,9.60,,
,0.06,4.12,294.8143,6.84 - 8.18,6,855,294.8146,7.42,6.61E2,-,-,0,-,-,0,294.8144,7.98,4.15E3,294.8146,6.90,1.26E3,-,-,0,294.8138,7.46,1.63E3,-,-,0,-,-,0,1.00:0:0:6.27:1.90:0:2.47:0:0,1.2E3,5.77E2,2.08:1.00,7.44,,
,0.06,8.58,377.8618,7.96 - 8.02,1,48.7,-,-,0,377.8618,7.99,4.39E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.1E2,0,1.00:0,7.99,,
,0.06,4.25,482.1635,4.77 - 4.91,1,120.7,-,-,0,-,-,0,482.1636,4.82,2.87E2,-,-,0,-,-,0,482.1634,4.84,6.12E2,-,-,0,482.1636,4.83,1.87E2,-,-,0,0:0:0.47:0:0:1.00:0:0.31:0,7.17E1,1.6E2,0.45:1.00,4.83,,
,0.06,8.63,642.7816,11.48 - 14.81,1,1.2E3,-,-,0,-,-,0,-,-,0,-,-,0,642.7819,13.13,7.03E2,642.7808,11.66,2.4E3,642.7812,12.33,1.85E3,-,-,0,642.7825,12.19,5.81E3,0:0:0:0:0.29:1.00:0.77:0:2.42,0,2.15E3,0:1.00,12.33,,
,0.06,8.67,827.3479,14.68 - 14.73,2,25.6,-,-,0,827.3479,14.71,2.31E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,5.77E1,0,1.00:0,14.71,,
,0.06,8.67,386.8600,10.26 - 13.81,1,1.3E3,386.8612,10.49,2.18E3,386.8600,11.34,3.14E3,-,-,0,386.8592,10.48,5.72E3,-,-,0,-,-,0,-,-,0,386.8594,10.47,6.9E2,-,-,0,1.00:1.44:0:2.63:0:0:0:0.32:0,2.76E3,1.38E2,20.01:1.00,10.70,,
,0.06,8.67,1004.7656,15.27 - 15.35,1,30.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1004.7656,15.30,2.76E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,5.51E1,0:1.00,15.30,,
,0.06,7.37,603.8033,10.75 - 13.07,1,257.4,603.8010,13.06,3.07E2,-,-,0,603.8044,10.82,6.7E2,603.8032,10.86,1.08E3,-,-,0,-,-,0,-,-,0,603.8044,11.16,2.63E2,-,-,0,1.00:0:2.18:3.51:0:0:0:0.86:0,5.13E2,5.26E1,9.76:1.00,11.48,,
,0.06,8.67,705.7485,0.00 - 0.07,1,26.9,705.7485,0.03,2.42E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,6.05E1,0,1.00:0,0.03,,
,0.06,8.67,305.8593,20.26 - 20.31,1,63.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,305.8593,20.31,5.71E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.14E2,0:1.00,20.31,,
,0.06,8.67,530.7905,0.04 - 3.52,1,8E3,-,-,0,-,-,0,-,-,0,530.7905,0.11,7.21E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.8E4,0,1.00:0,0.11,,
,0.06,4.10,770.7888,9.52 - 10.97,1,167.6,-,-,0,770.7852,10.96,4.25E2,-,-,0,-,-,0,-,-,0,770.7888,10.62,3.95E2,770.7921,10.31,4.82E2,770.7889,9.55,2.07E2,-,-,0,0:1.08:0:0:0:1.00:1.22:0.52:0,1.06E2,2.17E2,0.49:1.00,10.36,,
,0.06,8.67,856.6898,2.59 - 2.65,1,25.5,-,-,0,-,-,0,-,-,0,856.6898,2.63,2.3E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,5.74E1,0,1.00:0,2.63,,
,0.06,3.21,434.2922,0.61 - 0.84,2,222.1,434.2930,0.66,9.6E2,-,-,0,-,-,0,-,-,0,434.2917,0.66,2.53E2,-,-,0,434.2917,0.66,7.86E2,-,-,0,-,-,0,1.00:0:0:0:0.26:0:0.82:0:0,2.4E2,2.08E2,1.15:1.00,0.66,,
,0.06,3.32,573.8544,8.77 - 9.53,3,263.4,-,-,0,-,-,0,-,-,0,573.8535,9.26,1.19E3,-,-,0,-,-,0,-,-,0,573.8571,9.46,3.72E2,573.8527,8.91,8.13E2,0:0:0:1.00:0:0:0:0.31:0.69,2.96E2,2.37E2,1.25:1.00,9.21,,
,0.06,4.42,586.8093,2.58 - 3.05,1,337.4,-,-,0,586.8063,2.97,7.42E2,586.8088,2.67,1.27E3,-,-,0,-,-,0,-,-,0,-,-,0,586.8130,2.71,5.91E2,586.8090,2.95,4.33E2,0:1.00:1.71:0:0:0:0:0.80:0.58,5.03E2,2.05E2,2.46:1.00,2.83,,
,0.06,8.67,678.8125,6.74 - 7.69,1,307.6,-,-,0,-,-,0,-,-,0,-,-,0,678.8112,7.20,2.67E2,678.8119,7.54,1.09E3,678.8117,7.25,3.35E2,678.8154,6.88,1.08E3,-,-,0,0:0:0:0:0.25:1.00:0.31:0.99:0,0,5.54E2,0:1.00,7.22,,
,0.06,3.13,292.8173,8.57 - 11.58,1,309.5,-,-,0,292.8170,11.54,3.17E2,-,-,0,292.8176,9.24,8.57E2,-,-,0,-,-,0,-,-,0,292.8170,8.59,7.37E2,292.8177,9.73,8.74E2,0:1.00:0:2.70:0:0:0:2.32:2.75,2.94E2,3.22E2,0.91:1.00,9.77,,
,0.06,8.71,500.3943,3.05 - 3.57,1,209,500.3943,3.34,1.88E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,4.7E2,0,1.00:0,3.34,,
