Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,FABP1_C00_neg m/z,FABP1_C00_neg RT mean,FABP1_C00_neg Normalized Area,FABP1_C05_neg m/z,FABP1_C05_neg RT mean,FABP1_C05_neg Normalized Area,FABP1_C06_neg m/z,FABP1_C06_neg RT mean,FABP1_C06_neg Normalized Area,FABP1_C07_neg m/z,FABP1_C07_neg RT mean,FABP1_C07_neg Normalized Area,FABP1_C11_neg m/z,FABP1_C11_neg RT mean,FABP1_C11_neg Normalized Area,FABP1_C12_neg m/z,FABP1_C12_neg RT mean,FABP1_C12_neg Normalized Area,FABP1_C08_neg m/z,FABP1_C08_neg RT mean,FABP1_C08_neg Normalized Area,FABP1_C09_neg m/z,FABP1_C09_neg RT mean,FABP1_C09_neg Normalized Area,FABP1_C10_neg m/z,FABP1_C10_neg RT mean,FABP1_C10_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.01,8.21,866.7966,16.72 - 17.38,1,489.8,-,-,0,866.7979,16.86,2.83E3,866.7953,17.26,1.58E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.56:0:0:0:0:0:0,7.35E2,0,1.00:0,17.06,,
,0.01,3.05,262.9948,13.92 - 14.49,1,60.1,262.9944,14.39,3.57E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,262.9953,13.97,1.84E2,-,-,0,-,-,0,1.00:0:0:0:0:0:0.52:0:0,5.95E1,6.14E1,1.00:1.03,14.18,,
,0.01,8.21,778.7473,19.01 - 20.10,1,643.8,778.7459,19.11,4.03E3,-,-,0,778.7487,19.99,1.77E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0.44:0:0:0:0:0:0,9.66E2,0,1.00:0,19.55,,
,0.01,3.46,499.7832,10.80 - 12.22,1,25.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,499.7830,12.18,1.37E2,-,-,0,-,-,0,499.7834,10.83,9.59E1,0:0:0:0:0:1.00:0:0:0.70,2.29E1,3.2E1,1.00:1.40,11.50,,
,0.01,5.33,746.7986,18.87 - 19.26,1,162.2,-,-,0,746.8003,18.91,4.63E2,-,-,0,-,-,0,-,-,0,-,-,0,746.7969,19.14,9.97E2,-,-,0,-,-,0,0:1.00:0:0:0:0:2.16:0:0,7.71E1,3.32E2,1.00:4.31,19.03,,
,0.01,4.42,838.7131,15.79 - 16.45,1,153.6,838.7139,15.93,1.16E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,838.7124,16.41,2.23E2,1.00:0:0:0:0:0:0:0:0.19,1.93E2,7.43E1,1.00:0.38,16.17,,
,0.01,8.21,554.7927,11.35 - 12.02,2,67.1,-,-,0,-,-,0,554.7926,11.38,1.63E2,554.7928,11.86,4.41E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:2.70:0:0:0:0:0,1.01E2,0,1.00:0,11.62,,
,0.01,8.21,847.7501,10.93 - 11.81,1,58.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,847.7499,11.77,2.8E2,847.7504,10.96,2.47E2,0:0:0:0:0:0:0:1.00:0.88,0,1.76E2,0:1.00,11.37,,
,0.01,8.21,620.7837,11.91 - 12.21,1,71,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,620.7837,12.09,6.39E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.06E2,0,1.00:0,12.09,,
,0.01,8.21,620.8555,15.09 - 15.58,1,112,-,-,0,-,-,0,620.8552,15.29,5.28E2,620.8558,15.13,4.81E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0.91:0:0:0:0:0,1.68E2,0,1.00:0,15.21,,
,0.01,8.21,337.1832,15.66 - 16.25,1,50.2,337.1838,15.70,1.38E2,-,-,0,-,-,0,337.1825,16.18,3.13E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:2.27:0:0:0:0:0,7.53E1,0,1.00:0,15.94,,
,0.01,8.21,546.8425,11.98 - 12.25,1,83.3,-,-,0,546.8425,12.10,7.5E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.25E2,0,1.00:0,12.10,,
,0.01,8.21,702.6168,13.73 - 14.61,8,523.5,702.6174,14.03,6.7E2,702.6162,14.48,4.04E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:6.03:0:0:0:0:0:0:0,7.85E2,0,1.00:0,14.25,,
,0.01,5.77,438.8218,4.01 - 9.11,3,211.6,-,-,0,-,-,0,438.8220,4.11,5.13E2,-,-,0,-,-,0,-,-,0,438.8216,4.03,1.39E3,-,-,0,-,-,0,0:0:1.00:0:0:0:2.71:0:0,8.55E1,4.64E2,1.00:5.42,4.07,,
,0.01,8.21,272.1691,16.21 - 17.19,1,51.6,-,-,0,-,-,0,-,-,0,272.1689,17.17,1.88E2,-,-,0,272.1693,16.32,2.76E2,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:1.46:0:0:0,7.74E1,0,1.00:0,16.75,,
,0.01,3.67,557.3327,10.31 - 10.42,2,31,-,-,0,-,-,0,-,-,0,557.3347,10.42,1.54E2,-,-,0,-,-,0,557.3307,10.32,1.25E2,-,-,0,-,-,0,0:0:0:1.00:0:0:0.81:0:0,2.57E1,4.15E1,1.00:1.61,10.37,,
,0.01,3.70,528.8517,4.74 - 5.92,1,149.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,528.8514,5.73,1.03E3,-,-,0,-,-,0,528.8519,4.76,3.12E2,0:0:0:0:0:1.00:0:0:0.30,1.72E2,1.04E2,1.00:0.61,5.25,,
,0.01,8.21,418.8162,7.51 - 7.61,8,23.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,418.8162,7.57,2.15E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,3.59E1,0,1.00:0,7.57,,
,0.01,8.21,532.8126,13.23 - 14.71,1,112.8,-,-,0,-,-,0,-,-,0,-,-,0,532.8132,14.55,6.62E2,532.8120,13.27,3.54E2,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0.53:0:0:0,1.69E2,0,1.00:0,13.91,,
,0.01,8.21,495.2198,4.41 - 4.64,1,71.3,495.2198,4.50,6.41E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.07E2,0,1.00:0,4.50,,
,0.01,8.21,386.8098,10.07 - 10.83,1,36.6,386.8094,10.14,1.95E2,-,-,0,386.8102,10.82,1.35E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0.69:0:0:0:0:0:0,5.5E1,0,1.00:0,10.48,,
,0.01,4.32,676.7998,9.30 - 10.71,1,46.5,-,-,0,-,-,0,-,-,0,676.7982,10.68,1.88E2,-,-,0,-,-,0,-,-,0,676.8015,9.40,2.3E2,-,-,0,0:0:0:1.00:0:0:0:1.22:0,3.14E1,7.66E1,1.00:2.44,10.04,,
,0.01,8.21,604.8043,9.16 - 9.78,1,51.4,-,-,0,-,-,0,604.8029,9.74,1.59E2,604.8058,9.25,3.04E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:1.92:0:0:0:0:0,7.71E1,0,1.00:0,9.50,,
,0.01,8.21,451.8524,4.48 - 5.44,1,212.6,451.8516,4.57,1.01E3,-,-,0,-,-,0,-,-,0,-,-,0,451.8532,5.37,8.99E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0.89:0:0:0,3.19E2,0,1.00:0,4.97,,
,0.01,4.57,610.8282,14.80 - 16.00,1,143.2,-,-,0,-,-,0,610.8274,15.89,5.32E2,-,-,0,-,-,0,-,-,0,-,-,0,610.8289,14.84,7.57E2,-,-,0,0:0:1.00:0:0:0:0:1.42:0,8.87E1,2.52E2,1.00:2.84,15.37,,
,0.01,3.89,836.7756,13.25 - 13.71,1,50.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,836.7716,13.67,2.33E2,-,-,0,836.7795,13.30,2.18E2,-,-,0,0:0:0:0:0:1.00:0:0.93:0,3.89E1,7.27E1,1.00:1.87,13.48,,
,0.01,8.21,628.7961,3.40 - 10.54,3,4.9E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,628.7961,5.54,4.43E5,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,7.38E4,0,1.00:0,5.54,,
,0.01,3.34,768.7303,14.25 - 14.97,1,121.4,-,-,0,-,-,0,-,-,0,-,-,0,768.7283,14.32,7.87E2,-,-,0,-,-,0,768.7323,14.92,3.06E2,-,-,0,0:0:0:0:1.00:0:0:0.39:0,1.31E2,1.02E2,1.00:0.78,14.62,,
,0.01,8.21,396.8367,4.01 - 4.19,2,71.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,396.8367,4.02,6.4E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,2.13E2,0:1.00,4.02,,
,0.01,3.22,312.7398,9.63 - 11.31,3,513.7,-,-,0,-,-,0,-,-,0,-,-,0,312.7397,10.84,2.91E3,-,-,0,-,-,0,-,-,0,312.7399,9.82,1.71E3,0:0:0:0:1.00:0:0:0:0.59,4.86E2,5.7E2,1.00:1.17,10.33,,
,0.01,8.21,743.2859,19.39 - 19.53,2,90.7,-,-,0,-,-,0,743.2867,19.43,4.35E2,-,-,0,-,-,0,743.2852,19.45,3.81E2,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0.88:0:0:0,1.36E2,0,1.00:0,19.44,,
,0.01,8.21,740.8466,9.42 - 9.79,1,162.2,740.8483,9.48,5.98E2,-,-,0,-,-,0,740.8449,9.74,8.61E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:1.44:0:0:0:0:0,2.43E2,0,1.00:0,9.61,,
,0.01,3.23,914.7349,15.26 - 15.82,1,163,-,-,0,-,-,0,-,-,0,-,-,0,914.7349,15.67,9.23E2,-,-,0,-,-,0,-,-,0,914.7350,15.33,5.45E2,0:0:0:0:1.00:0:0:0:0.59,1.54E2,1.82E2,1.00:1.18,15.50,,
,0.01,8.21,282.8978,13.44 - 13.91,3,172.1,-,-,0,-,-,0,282.8977,13.59,9.1E2,282.8979,13.85,6.39E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0.70:0:0:0:0:0,2.58E2,0,1.00:0,13.72,,
,0.01,8.21,785.8326,20.10 - 20.24,2,297.4,-,-,0,785.8357,20.14,1.36E3,-,-,0,785.8296,20.16,1.31E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0.96:0:0:0:0:0,4.46E2,0,1.00:0,20.15,,
,0.01,8.21,266.8906,18.21 - 19.36,3,375.3,-,-,0,266.8904,18.95,1.16E3,266.8907,18.24,2.22E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:1.92:0:0:0:0:0:0,5.63E2,0,1.00:0,18.60,,
,0.01,3.81,610.8272,7.49 - 8.80,1,111.8,610.8281,8.65,7.85E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,610.8262,7.53,2.21E2,-,-,0,1.00:0:0:0:0:0:0:0.28:0,1.31E2,7.37E1,1.00:0.56,8.09,,
,0.01,8.18,978.8032,20.17 - 20.24,1,93.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,978.8032,20.19,8.39E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,2.8E2,0:1.00,20.19,,
,0.01,8.18,398.8356,12.04 - 12.91,1,27.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,398.8354,12.88,1.38E2,-,-,0,398.8359,12.10,1.11E2,0:0:0:0:0:0:1.00:0:0.80,0,8.27E1,0:1.00,12.49,,
,0.01,8.18,1299.7037,20.18 - 20.23,1,185.4,-,-,0,-,-,0,-,-,0,1299.7037,20.21,1.67E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.78E2,0,1.00:0,20.21,,
,0.01,8.18,467.2873,1.50 - 1.63,2,81.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,467.2873,1.58,7.3E2,0:0:0:0:0:0:0:0:1.00,0,2.43E2,0:1.00,1.58,,
,0.01,8.18,644.7834,6.98 - 7.20,1,104.2,-,-,0,-,-,0,-,-,0,644.7834,7.03,9.38E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.56E2,0,1.00:0,7.03,,
,0.01,8.18,836.7199,13.36 - 14.81,1,98.3,836.7201,13.43,5.3E2,-,-,0,836.7197,14.77,3.54E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0.67:0:0:0:0:0:0,1.47E2,0,1.00:0,14.10,,
,0.01,8.18,1280.7397,20.16 - 20.24,3,46.6,-,-,0,-,-,0,1280.7397,20.20,4.19E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,6.99E1,0,1.00:0,20.20,,
,0.01,8.18,285.8536,0.74 - 0.89,1,72.9,-,-,0,-,-,0,-,-,0,-,-,0,285.8536,0.82,6.56E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,1.09E2,0,1.00:0,0.82,,
,0.01,3.95,753.8243,15.98 - 16.41,1,48.3,-,-,0,-,-,0,-,-,0,-,-,0,753.8276,15.99,2.2E2,-,-,0,-,-,0,753.8210,16.39,2.15E2,-,-,0,0:0:0:0:1.00:0:0:0.98:0,3.67E1,7.15E1,1.00:1.95,16.19,,
,0.01,8.21,596.8398,9.79 - 11.95,1,449.4,-,-,0,-,-,0,596.8399,10.30,7.7E2,596.8396,9.92,3.28E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:4.25:0:0:0:0:0,6.74E2,0,1.00:0,10.11,,
,0.01,4.08,746.8040,13.57 - 14.31,1,125.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,746.8039,13.66,9.15E2,-,-,0,-,-,0,746.8041,14.26,2.17E2,0:0:0:0:0:1.00:0:0:0.24,1.53E2,7.22E1,1.00:0.47,13.96,,
,0.01,8.21,267.9066,6.12 - 6.26,3,39.2,-,-,0,-,-,0,-,-,0,-,-,0,267.9066,6.23,3.53E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,5.88E1,0,1.00:0,6.23,,
,0.01,8.21,397.8887,5.98 - 6.18,1,44.9,-,-,0,-,-,0,397.8887,6.03,4.04E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,6.73E1,0,1.00:0,6.03,,
,0.01,8.21,586.8095,14.42 - 20.15,1,1.3E4,586.8101,16.41,1.97E4,-,-,0,586.8089,16.46,9.36E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:4.76:0:0:0:0:0:0,1.89E4,0,1.00:0,16.43,,
,0.00,8.21,982.7160,19.13 - 19.67,1,171.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,982.7191,19.16,4.53E2,982.7130,19.54,1.09E3,-,-,0,0:0:0:0:0:0:1.00:2.40:0,0,5.14E2,0:1.00,19.35,,
,0.00,8.21,555.8062,6.69 - 7.33,1,79.4,-,-,0,-,-,0,-,-,0,-,-,0,555.8060,6.73,1.45E2,555.8063,7.18,5.7E2,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:3.95:0:0:0,1.19E2,0,1.00:0,6.95,,
,0.00,4.54,554.7930,7.12 - 7.68,1,159.5,554.7937,7.24,1.22E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,554.7924,7.58,2.19E2,1.00:0:0:0:0:0:0:0:0.18,2.03E2,7.29E1,1.00:0.36,7.41,,
,0.00,8.21,287.7988,21.74 - 22.00,1,58.5,-,-,0,-,-,0,-,-,0,287.7988,21.83,5.26E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,8.77E1,0,1.00:0,21.83,,
,0.00,3.48,634.8239,8.05 - 8.34,1,43.1,634.8204,8.29,2.27E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,634.8274,8.09,1.61E2,1.00:0:0:0:0:0:0:0:0.71,3.78E1,5.37E1,1.00:1.42,8.19,,
,0.00,8.21,643.8511,17.22 - 18.21,1,123.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,643.8519,17.31,4.14E2,643.8503,18.09,6.98E2,0:0:0:0:0:0:0:1.00:1.68,0,3.71E2,0:1.00,17.70,,
,0.00,3.96,688.8411,6.58 - 6.98,1,36.6,-,-,0,-,-,0,688.8424,6.92,1.67E2,-,-,0,-,-,0,-,-,0,688.8397,6.62,1.63E2,-,-,0,-,-,0,0:0:1.00:0:0:0:0.98:0:0,2.78E1,5.43E1,1.00:1.96,6.77,,
,0.00,4.91,592.7674,9.72 - 10.15,1,33.8,-,-,0,-,-,0,-,-,0,-,-,0,592.7692,9.75,1.12E2,-,-,0,-,-,0,-,-,0,592.7655,10.11,1.92E2,0:0:0:0:1.00:0:0:0:1.71,1.87E1,6.41E1,1.00:3.43,9.93,,
,0.00,8.24,487.2891,4.63 - 4.75,1,100.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,487.2891,4.68,9.06E2,0:0:0:0:0:0:0:0:1.00,0,3.02E2,0:1.00,4.68,,
,0.00,8.24,478.8541,3.23 - 3.46,1,152.1,478.8548,3.35,5.71E2,-,-,0,478.8533,3.40,7.98E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:1.40:0:0:0:0:0:0,2.28E2,0,1.00:0,3.38,,
,0.00,8.24,642.7809,13.46 - 18.66,1,4.3E3,-,-,0,642.7820,14.64,1.49E4,-,-,0,-,-,0,-,-,0,642.7798,13.66,2.34E4,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:1.56:0:0:0,6.38E3,0,1.00:0,14.15,,
,0.00,4.06,915.7307,17.31 - 17.99,1,76.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,915.7325,17.36,3.39E2,915.7288,17.98,3.52E2,-,-,0,-,-,0,0:0:0:0:0:1.00:1.04:0:0,5.65E1,1.17E2,1.00:2.08,17.67,,
,0.00,3.24,473.1261,16.66 - 16.81,1,46,-,-,0,473.1273,16.71,2.59E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,473.1250,16.66,1.55E2,0:1.00:0:0:0:0:0:0:0.60,4.32E1,5.17E1,1.00:1.20,16.68,,
,0.00,8.24,596.3337,4.05 - 4.77,2,149.5,-,-,0,-,-,0,596.3336,4.68,9.42E2,596.3339,4.11,4.04E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0.43:0:0:0:0:0,2.24E2,0,1.00:0,4.40,,
,0.00,8.24,602.7938,18.39 - 18.53,1,46.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,602.7938,18.47,4.18E2,0:0:0:0:0:0:0:0:1.00,0,1.39E2,0:1.00,18.47,,
,0.00,3.28,858.7645,19.78 - 20.16,1,407.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,858.7614,19.93,2.61E3,-,-,0,858.7676,19.83,1.06E3,-,-,0,0:0:0:0:0:1.00:0:0.41:0,4.35E2,3.54E2,1.00:0.81,19.88,,
,0.00,8.21,438.8207,3.61 - 3.92,2,118.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,438.8207,3.77,1.07E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.78E2,0,1.00:0,3.77,,
,0.00,8.21,645.1295,3.64 - 3.74,1,63.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,645.1295,3.70,5.75E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,9.58E1,0,1.00:0,3.70,,
,0.00,4.62,583.8873,12.69 - 13.49,1,41.8,-,-,0,-,-,0,-,-,0,-,-,0,583.8869,12.72,1.53E2,-,-,0,-,-,0,583.8877,13.43,2.23E2,-,-,0,0:0:0:0:1.00:0:0:1.46:0,2.54E1,7.44E1,1.00:2.92,13.08,,
,0.00,3.16,555.3027,12.51 - 13.66,2,52.1,-,-,0,555.3002,13.60,3E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,555.3052,12.55,1.69E2,-,-,0,0:1.00:0:0:0:0:0:0.56:0,5E1,5.62E1,1.00:1.12,13.08,,
,0.00,3.50,418.0401,3.42 - 4.64,1,296.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,418.0404,3.51,1.55E3,-,-,0,418.0397,4.55,1.12E3,-,-,0,0:0:0:0:0:1.00:0:0.72:0,2.59E2,3.72E2,1.00:1.44,4.03,,
,0.00,8.21,349.9449,9.89 - 10.12,1,65.1,-,-,0,349.9449,9.98,5.86E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,9.76E1,0,1.00:0,9.98,,
,0.00,8.21,296.1954,13.07 - 14.27,1,56.7,-,-,0,-,-,0,-,-,0,-,-,0,296.1957,14.12,3.56E2,296.1951,13.11,1.54E2,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0.43:0:0:0,8.5E1,0,1.00:0,13.61,,
,0.00,8.21,836.7719,14.60 - 14.68,1,47.7,-,-,0,836.7719,14.61,4.29E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,7.15E1,0,1.00:0,14.61,,
,0.00,8.21,396.2186,9.18 - 9.74,1,83.7,-,-,0,-,-,0,-,-,0,396.2191,9.34,6.13E2,-,-,0,396.2182,9.72,1.4E2,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0.23:0:0:0,1.26E2,0,1.00:0,9.53,,
,0.00,8.21,263.8439,6.42 - 6.73,1,52.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,263.8439,6.71,4.76E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.59E2,0:1.00,6.71,,
,0.00,8.21,294.1795,21.79 - 21.97,1,107.1,-,-,0,294.1795,21.88,9.64E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.61E2,0,1.00:0,21.88,,
,0.00,8.21,824.8236,17.03 - 18.12,1,103.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,824.8221,17.13,6.65E2,824.8251,18.04,2.7E2,0:0:0:0:0:0:0:1.00:0.41,0,3.12E2,0:1.00,17.58,,
,0.00,8.21,262.8562,1.63 - 1.81,1,57,-,-,0,-,-,0,262.8562,1.72,5.13E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,8.54E1,0,1.00:0,1.72,,
,0.00,3.02,643.8519,5.66 - 7.21,1,561.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,643.8510,6.46,3.38E3,-,-,0,-,-,0,643.8528,5.98,1.67E3,0:0:0:0:0:1.00:0:0:0.49,5.63E2,5.57E2,1.00:0.99,6.22,,
,0.00,8.21,496.2858,8.43 - 8.86,2,226.7,-,-,0,496.2858,8.63,2.04E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.4E2,0,1.00:0,8.63,,
,0.00,8.21,662.8315,4.48 - 4.57,1,80.1,-,-,0,-,-,0,-,-,0,662.8315,4.52,7.21E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.2E2,0,1.00:0,4.52,,
,0.00,8.21,396.8379,11.92 - 14.57,1,392.8,396.8375,12.14,3E3,-,-,0,-,-,0,-,-,0,396.8383,11.99,5.36E2,-,-,0,-,-,0,-,-,0,-,-,0,5.59:0:0:0:1.00:0:0:0:0,5.89E2,0,1.00:0,12.07,,
,0.00,8.21,266.8039,15.51 - 16.10,3,69.2,266.8033,15.97,4.55E2,-,-,0,-,-,0,-,-,0,266.8045,15.56,1.68E2,-,-,0,-,-,0,-,-,0,-,-,0,2.70:0:0:0:1.00:0:0:0:0,1.04E2,0,1.00:0,15.77,,
,0.00,8.21,862.7814,20.16 - 20.31,1,60,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,862.7814,20.20,5.4E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.8E2,0:1.00,20.20,,
,0.00,8.21,748.7992,11.29 - 11.94,1,37,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,748.7971,11.32,2.15E2,748.8013,11.89,1.17E2,-,-,0,0:0:0:0:0:0:1.00:0.55:0,0,1.11E2,0:1.00,11.60,,
,0.00,7.74,694.6987,18.58 - 19.45,1,241.6,-,-,0,-,-,0,-,-,0,-,-,0,694.6962,19.41,2.86E2,-,-,0,-,-,0,-,-,0,694.7012,18.65,1.89E3,0:0:0:0:1.00:0:0:0:6.60,4.77E1,6.29E2,1.00:13.20,19.03,,
,0.00,8.21,671.7918,12.80 - 13.69,1,59.4,-,-,0,-,-,0,671.7900,12.81,1.54E2,-,-,0,-,-,0,671.7936,13.65,3.8E2,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:2.47:0:0:0,8.91E1,0,1.00:0,13.23,,
,0.00,8.21,485.8875,14.59 - 14.90,1,57.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,485.8876,14.68,2.91E2,485.8873,14.89,2.24E2,-,-,0,0:0:0:0:0:0:1.00:0.77:0,0,1.72E2,0:1.00,14.79,,
,0.00,3.28,474.8532,18.53 - 19.53,1,131.8,-,-,0,-,-,0,-,-,0,474.8522,18.61,8.44E2,-,-,0,-,-,0,-,-,0,474.8542,19.47,3.43E2,-,-,0,0:0:0:1.00:0:0:0:0.41:0,1.41E2,1.14E2,1.00:0.81,19.04,,
,0.00,8.25,755.8535,20.16 - 20.26,1,64.5,-,-,0,-,-,0,-,-,0,755.8535,20.21,5.8E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,9.67E1,0,1.00:0,20.21,,
,0.00,8.25,740.7898,7.56 - 8.29,1,57.6,740.7869,8.24,2.32E2,-,-,0,-,-,0,-,-,0,-,-,0,740.7928,7.60,2.86E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:1.23:0:0:0,8.64E1,0,1.00:0,7.92,,
,0.00,8.25,781.7632,12.24 - 12.60,1,77.6,781.7648,12.46,4.68E2,-,-,0,781.7615,12.27,2.3E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0.49:0:0:0:0:0:0,1.16E2,0,1.00:0,12.36,,
