Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,CLVS1_A00_neg m/z,CLVS1_A00_neg RT mean,CLVS1_A00_neg Normalized Area,CLVS1_A04_neg m/z,CLVS1_A04_neg RT mean,CLVS1_A04_neg Normalized Area,CLVS1_A05_neg m/z,CLVS1_A05_neg RT mean,CLVS1_A05_neg Normalized Area,CLVS1_A06_neg m/z,CLVS1_A06_neg RT mean,CLVS1_A06_neg Normalized Area,CLVS1_A07_neg m/z,CLVS1_A07_neg RT mean,CLVS1_A07_neg Normalized Area,CLVS1_A08_neg m/z,CLVS1_A08_neg RT mean,CLVS1_A08_neg Normalized Area,CLVS1_A09_neg m/z,CLVS1_A09_neg RT mean,CLVS1_A09_neg Normalized Area,CLVS1_A10_neg m/z,CLVS1_A10_neg RT mean,CLVS1_A10_neg Normalized Area,CLVS1_A11_neg m/z,CLVS1_A11_neg RT mean,CLVS1_A11_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.02,4.64,723.8023,5.52 - 12.34,1,416.6,723.8000,7.34,1.52E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,723.8041,5.59,1.53E3,723.8029,8.37,6.98E2,-,-,0,1.00:0:0:0:0:0:1.00:0.46:0,2.54E2,7.42E2,0.34:1.00,7.10,,
,0.12,4.64,459.0991,2.29 - 2.38,1,223.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,459.0986,2.34,9.06E2,459.0995,2.34,1.1E3,-,-,0,-,-,0,0:0:0:0:0:0.82:1.00:0:0,1.51E2,3.68E2,0.41:1.00,2.34,,
,0.32,4.64,739.7842,12.56 - 13.99,1,1E3,739.7825,13.72,5.89E2,739.7856,13.46,9.62E2,-,-,-,739.7870,12.68,9.16E2,739.7834,13.40,1.16E3,739.7849,13.89,4.84E2,739.7824,12.57,7.01E2,739.7838,13.09,1.97E3,739.7838,12.74,1.32E3,0.84:1.37:-:1.31:1.65:0.69:1.00:2.81:1.88,8.22E2,1.33E3,0.62:1.00,13.19,,
,0.22,4.64,447.0628,1.46 - 2.62,1,8.5E3,-,-,0,-,-,0,447.0630,1.92,2.34E4,-,-,0,447.0630,1.90,2.22E4,447.0626,1.89,1.5E4,447.0627,1.90,1.55E4,-,-,0,-,-,0,0:0:1.51:0:1.43:0.96:1.00:0:0,1.01E4,5.17E3,1.95:1.00,1.90,,
,0.05,4.64,646.7872,6.65 - 7.30,1,413.9,-,-,0,-,-,0,646.7880,7.22,4.62E2,646.7842,6.83,6.52E2,646.7845,7.24,4.14E2,-,-,0,646.7920,7.04,2.2E3,-,-,0,-,-,0,0:0:0.21:0.30:0.19:0:1.00:0:0,2.55E2,7.32E2,0.35:1.00,7.08,,
,0.10,4.64,586.8077,3.50 - 5.09,1,623.1,586.8093,4.22,8.22E2,-,-,0,-,-,0,-,-,0,586.8079,3.55,6.81E2,586.8094,4.75,9.44E2,586.8058,4.93,1.77E3,-,-,0,586.8059,4.31,1.39E3,0.46:0:0:0:0.39:0.53:1.00:0:0.79,4.08E2,1.05E3,0.39:1.00,4.35,,
,0.11,4.64,565.4373,17.87 - 19.25,3,531.7,565.4376,18.79,7.68E2,-,-,0,565.4371,17.92,6.3E2,-,-,0,-,-,0,565.4370,19.17,6.94E2,-,-,0,565.4364,19.21,1.17E3,565.4384,19.01,1.53E3,1.00:0:0.82:0:0:0.90:0:1.52:1.99,3.49E2,8.98E2,0.39:1.00,18.82,,
,0.17,4.63,714.7807,20.24 - 21.17,1,765.2,714.7839,20.35,1.03E3,-,-,0,714.7819,20.31,1.21E3,-,-,0,714.7829,20.28,2.05E3,714.7825,20.31,1.34E3,714.7732,21.14,2.7E2,714.7797,20.88,9.88E2,-,-,0,3.82:0:4.48:0:7.60:4.95:1.00:3.66:0,9.38E2,4.19E2,2.24:1.00,20.54,,
,0.04,4.63,632.8113,4.45 - 4.62,3,225.5,-,-,0,-,-,0,632.8092,4.52,4.4E2,632.8080,4.59,3.86E2,-,-,0,-,-,0,632.8167,4.58,1.2E3,-,-,0,-,-,0,0:0:0.37:0.32:0:0:1.00:0:0,1.38E2,4.01E2,0.34:1.00,4.56,,
,0.01,4.63,634.8218,11.30 - 11.89,1,111,-,-,0,-,-,0,634.8240,11.83,4.04E2,-,-,0,-,-,0,-,-,0,-,-,0,634.8197,11.36,5.95E2,-,-,0,0:0:1.00:0:0:0:0:1.47:0,6.73E1,1.98E2,0.34:1.00,11.60,,
,0.00,4.63,758.7570,9.35 - 9.71,1,80,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,758.7603,9.66,2.89E2,758.7537,9.39,4.31E2,-,-,0,-,-,0,0:0:0:0:0:0.67:1.00:0:0,4.81E1,1.44E2,0.33:1.00,9.53,,
,0.03,4.63,740.8434,18.51 - 20.28,1,3.4E4,-,-,0,-,-,0,-,-,0,740.8431,20.20,1.23E5,-,-,0,-,-,0,740.8436,20.19,1.79E5,-,-,0,-,-,0,0:0:0:0.69:0:0:1.00:0:0,2.05E4,5.97E4,0.34:1.00,20.20,,
,0.12,4.63,658.8105,4.00 - 6.97,1,1.1E3,658.8107,5.44,1.99E3,658.8092,6.12,1.08E3,658.8114,4.38,3.79E3,658.8108,4.92,1.66E3,-,-,0,-,-,0,-,-,0,658.8106,5.08,1.74E3,-,-,0,1.00:0.54:1.90:0.83:0:0:0:0.87:0,1.42E3,5.79E2,2.45:1.00,5.19,,
,0.19,4.63,732.8133,16.84 - 17.94,1,1.7E3,-,-,0,732.8140,17.26,2.27E3,732.8119,17.17,2.04E3,732.8135,17.60,2.79E3,-,-,0,-,-,0,732.8123,17.60,1.38E3,732.8142,16.91,2.04E3,732.8141,17.68,4.46E3,0:1.64:1.48:2.02:0:0:1.00:1.48:3.23,1.18E3,2.63E3,0.45:1.00,17.37,,
,0.30,4.63,372.8301,13.97 - 16.07,1,881.1,372.8296,15.31,5.54E2,372.8306,16.01,1.6E2,-,-,-,372.8304,14.61,7.31E2,372.8295,14.91,1.22E3,372.8312,14.05,8.17E2,372.8296,14.56,1.36E3,372.8296,15.70,9.27E2,372.8302,14.58,1.28E3,0.41:0.12:-:0.54:0.89:0.60:1.00:0.68:0.94,6.96E2,1.19E3,0.59:1.00,14.97,,
,0.02,4.63,658.8120,13.51 - 14.50,1,98.5,-,-,0,-,-,0,-,-,0,658.8118,13.54,3.58E2,-,-,0,-,-,0,658.8121,14.44,5.29E2,-,-,0,-,-,0,0:0:0:0.68:0:0:1.00:0:0,5.96E1,1.76E2,0.34:1.00,13.99,,
,0.41,4.63,594.3934,3.13 - 3.72,1,4.1E3,594.3933,3.67,1.78E3,594.3927,3.42,5.06E3,594.3934,3.69,7.45E3,-,-,0,-,-,0,594.3934,3.65,1.36E4,594.3936,3.67,6.42E3,-,-,0,594.3937,3.67,2.69E3,0.28:0.79:1.16:0:0:2.12:1.00:0:0.42,4.65E3,3.04E3,1.53:1.00,3.63,,
,0.24,4.63,644.7741,4.54 - 5.26,1,368.2,644.7735,5.05,4.18E2,-,-,0,-,-,0,644.7740,5.22,3.62E2,644.7755,4.68,5.03E2,644.7736,4.75,3.57E2,-,-,0,644.7753,4.94,1E3,644.7729,4.62,6.7E2,1.00:0:0:0.87:1.20:0.85:0:2.41:1.60,2.73E2,5.58E2,0.49:1.00,4.88,,
,0.12,4.63,555.8033,4.31 - 5.15,1,434.2,-,-,0,555.8064,4.86,1.99E3,555.8048,4.76,4.19E2,555.8030,4.75,8.68E2,-,-,0,-,-,0,555.7991,4.90,2.79E2,-,-,0,555.8032,4.37,3.51E2,0:7.12:1.50:3.11:0:0:1.00:0:1.26,5.46E2,2.1E2,2.60:1.00,4.73,,
,0.05,4.63,441.8226,11.52 - 12.09,1,367.6,-,-,0,-,-,0,441.8232,11.91,2.83E2,-,-,0,441.8219,11.66,1.08E3,-,-,0,-,-,0,441.8229,11.81,1.37E3,441.8224,11.97,5.72E2,0:0:1.00:0:3.81:0:0:4.86:2.02,2.27E2,6.49E2,0.35:1.00,11.84,,
,0.00,4.63,619.7858,20.40 - 21.58,1,59.5,-,-,0,-,-,0,619.7849,21.55,2.15E2,-,-,0,-,-,0,-,-,0,-,-,0,619.7866,20.48,3.21E2,-,-,0,0:0:1.00:0:0:0:0:1.49:0,3.59E1,1.07E2,0.34:1.00,21.02,,
,0.07,4.63,474.8524,18.54 - 19.28,1,936.5,474.8517,18.97,1.9E3,-,-,0,-,-,0,474.8507,18.65,3.74E3,-,-,0,474.8529,19.10,1.5E3,-,-,0,-,-,0,474.8542,19.14,1.29E3,1.00:0:0:1.97:0:0.79:0:0:0.68,1.19E3,4.29E2,2.77:1.00,18.97,,
,0.10,4.63,642.7747,2.27 - 3.00,1,293.3,642.7728,2.75,8.92E2,-,-,0,-,-,0,-,-,0,-,-,0,642.7742,2.31,2.66E2,642.7744,2.72,7.32E2,642.7775,2.71,7.5E2,-,-,0,1.22:0:0:0:0:0.36:1.00:1.03:0,1.93E2,4.94E2,0.39:1.00,2.62,,
,0.15,4.63,496.8318,6.80 - 12.74,2,5.4E3,496.8326,7.74,2.02E4,496.8329,9.51,2.04E3,496.8312,8.10,1.33E3,496.8325,7.99,5.4E3,496.8312,8.79,1.06E4,496.8316,7.05,4.01E2,-,-,0,496.8308,7.21,8.68E3,-,-,0,1.00:0.10:0.07:0.27:0.53:0.02:0:0.43:0,6.66E3,2.89E3,2.30:1.00,8.06,,
,0.03,4.63,372.8306,13.80 - 14.84,1,201.8,372.8312,14.55,4.07E2,-,-,0,-,-,0,-,-,0,372.8304,14.80,3.3E2,-,-,0,372.8304,13.86,1.08E3,-,-,0,-,-,0,0.38:0:0:0:0.31:0:1.00:0:0,1.23E2,3.6E2,0.34:1.00,14.40,,
,0.33,4.63,576.7906,13.09 - 15.56,1,1.2E3,576.7913,14.38,2.72E3,576.7946,13.94,3.43E2,576.7883,15.44,8.56E2,576.7897,13.81,5.07E2,576.7930,14.49,1.07E3,576.7819,15.12,4.49E2,576.7925,13.25,1.59E3,576.7930,13.80,2.22E3,576.7914,13.53,1.17E3,1.71:0.22:0.54:0.32:0.67:0.28:1.00:1.39:0.73,9.9E2,1.66E3,0.60:1.00,14.20,,
,0.31,4.63,739.7863,9.15 - 10.26,1,905.4,-,-,-,739.7914,10.18,6.71E2,739.7888,9.97,1.76E3,739.7816,9.67,7.83E2,739.7843,9.67,8.42E2,739.7872,9.33,1.34E3,739.7848,9.70,6.53E2,739.7874,9.25,8.09E2,739.7848,9.36,3.83E2,-:1.03:2.69:1.20:1.29:2.06:1.00:1.24:0.59,1.08E3,6.15E2,1.76:1.00,9.64,,
,0.43,4.63,639.8274,16.60 - 18.00,1,1.4E3,639.8265,17.16,1.1E3,639.8289,16.90,5.88E2,639.8295,17.56,1.07E3,639.8270,17.61,2.29E3,639.8279,17.08,7.26E2,639.8285,17.25,1.34E3,639.8267,16.70,1.57E3,639.8271,17.49,1.24E3,639.8242,17.63,2.53E3,0.70:0.37:0.68:1.46:0.46:0.86:1.00:0.79:1.61,1.19E3,1.78E3,0.67:1.00,17.27,,
,0.10,4.63,496.8326,4.55 - 5.55,2,1.4E3,-,-,0,496.8339,5.14,5.54E2,496.8323,5.11,1.57E3,496.8315,5.09,3.42E3,-,-,0,-,-,0,496.8334,4.76,2.23E3,-,-,0,496.8318,5.04,4.87E3,0:0.25:0.71:1.54:0:0:1.00:0:2.19,9.24E2,2.36E3,0.39:1.00,5.03,,
,0.50,4.62,596.4875,2.59 - 3.69,1,4.5E4,596.4879,3.57,1.26E5,596.4874,3.60,6E4,596.4872,3.58,2.54E4,596.4871,3.60,6.1E3,-,-,0,596.4872,3.57,5.99E3,-,-,0,-,-,0,596.4882,3.58,1.8E5,1.00:0.48:0.20:0.05:0:0.05:0:0:1.43,3.72E4,5.99E4,0.62:1.00,3.59,,
,0.02,4.62,724.8007,11.12 - 14.40,1,2E3,-,-,0,-,-,0,-,-,0,724.8000,11.14,4.7E2,724.7994,11.77,1.49E4,-,-,0,724.8027,11.53,2.67E3,-,-,0,-,-,0,0:0:0:0.18:5.58:0:1.00:0:0,2.57E3,8.91E2,2.88:1.00,11.48,,
,0.03,4.62,821.8151,14.12 - 15.34,1,101.1,821.8134,15.32,3.75E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,821.8169,14.15,5.35E2,-,-,0,1.00:0:0:0:0:0:0:1.43:0,6.25E1,1.78E2,0.35:1.00,14.73,,
,0.04,4.62,277.8765,20.37 - 21.06,1,286.8,-,-,0,277.8767,20.43,1.84E3,-,-,0,-,-,0,277.8767,20.64,3.66E2,-,-,0,277.8762,20.58,3.79E2,-,-,0,-,-,0,0:4.85:0:0:0.97:0:1.00:0:0,3.67E2,1.26E2,2.91:1.00,20.55,,
,0.56,4.62,359.0832,0.60 - 1.42,1,2.7E4,359.0829,1.28,2.13E4,359.0833,1.32,4.12E4,359.0832,1.29,2.39E4,359.0833,1.28,2.07E4,-,-,0,359.0832,1.28,3.33E4,359.0833,1.28,5.9E4,-,-,0,359.0831,1.29,4.62E4,0.36:0.70:0.41:0.35:0:0.56:1.00:0:0.78,2.34E4,3.51E4,0.67:1.00,1.29,,
,0.18,4.62,603.8098,4.55 - 5.32,1,663.2,-,-,0,-,-,0,603.8094,5.12,1.45E3,603.8087,4.73,9.1E2,603.8096,4.57,4.86E2,-,-,0,603.8107,5.02,8.27E2,603.8088,4.82,1.77E3,603.8113,4.96,5.25E2,0:0:1.76:1.10:0.59:0:1.00:2.14:0.64,4.75E2,1.04E3,0.46:1.00,4.87,,
,0.03,4.62,789.7864,12.08 - 13.62,1,693.4,-,-,0,789.7866,13.49,9.91E2,-,-,0,-,-,0,-,-,0,789.7888,12.80,4.31E3,789.7837,12.31,9.36E2,-,-,0,-,-,0,0:1.06:0:0:0:4.61:1.00:0:0,8.84E2,3.12E2,2.83:1.00,12.87,,
,0.33,4.62,614.8275,6.17 - 7.61,1,835.6,614.8265,7.58,2.65E2,614.8270,6.92,3.95E2,614.8303,6.80,4.83E2,614.8267,7.31,4.37E2,614.8278,6.83,2E3,614.8262,6.77,7.04E2,614.8268,6.85,7.68E2,614.8286,6.27,1.63E3,-,-,-,0.35:0.51:0.63:0.57:2.60:0.92:1.00:2.13:-,7.14E2,1.2E3,0.59:1.00,6.92,,
,0.34,4.62,664.8265,11.91 - 17.34,1,1.5E4,664.8273,12.61,8.65E3,664.8274,13.39,1.36E3,664.8254,12.36,5.89E3,-,-,-,664.8254,12.67,8.33E3,664.8260,12.02,3.56E4,664.8274,12.18,5.19E3,664.8262,12.27,2.33E4,664.8267,12.34,3.13E4,1.67:0.26:1.14:-:1.61:6.86:1.00:4.50:6.04,1.2E4,2E4,0.60:1.00,12.48,,
,0.20,4.62,575.4158,4.56 - 5.33,1,1.5E3,575.4165,5.11,9.17E2,575.4155,4.76,2.91E3,575.4154,5.17,1.34E3,-,-,0,575.4156,5.11,1.26E3,-,-,0,-,-,0,575.4159,5.12,6.82E3,-,-,0,1.00:3.18:1.46:0:1.37:0:0:7.44:0,1.07E3,2.27E3,0.47:1.00,5.05,,
,0.04,4.62,815.7901,19.70 - 20.12,2,331.5,-,-,0,815.7900,19.75,6.43E2,-,-,0,815.7894,19.87,5.88E2,-,-,0,-,-,0,815.7909,20.04,1.75E3,-,-,0,-,-,0,0:0.37:0:0.34:0:0:1.00:0:0,2.05E2,5.84E2,0.35:1.00,19.89,,
,0.05,4.62,412.8076,4.30 - 5.61,1,300.4,-,-,0,412.8078,5.48,4.1E2,412.8064,4.33,1.94E2,-,-,0,-,-,0,412.8077,5.27,5.14E2,-,-,0,412.8085,5.01,1.59E3,-,-,0,0:1.00:0.47:0:0:1.26:0:3.87:0,1.86E2,5.29E2,0.35:1.00,5.02,,
,0.12,4.62,552.8688,19.61 - 20.15,1,1.1E3,552.8673,20.02,1.92E3,552.8693,20.03,1.33E3,552.8686,19.68,9.55E2,-,-,0,-,-,0,-,-,0,552.8705,19.77,2.84E3,-,-,0,552.8683,20.01,2.64E3,0.67:0.47:0.34:0:0:0:1.00:0:0.93,7.01E2,1.83E3,0.38:1.00,19.90,,
,0.54,4.62,265.1474,0.00 - 5.80,1,1.6E6,265.1469,0.78,1.19E6,265.1473,0.80,1.58E6,265.1476,0.79,1.51E6,265.1475,0.78,7.15E5,265.1475,0.79,1.59E6,265.1473,0.78,1.66E6,265.1474,0.79,2.19E6,-,-,-,265.1475,0.78,2.02E6,0.54:0.72:0.69:0.33:0.73:0.76:1.00:-:0.92,1.37E6,2.11E6,0.65:1.00,0.79,,
,0.07,4.62,500.7790,21.52 - 22.00,1,296.8,500.7795,21.98,3.51E2,-,-,0,-,-,0,-,-,0,500.7784,21.84,1.03E3,500.7790,21.55,8.75E2,-,-,0,-,-,0,500.7789,21.98,4.16E2,1.00:0:0:0:2.93:2.49:0:0:1.19,3.76E2,1.39E2,2.71:1.00,21.84,,
,0.33,4.62,602.7952,12.61 - 13.99,1,557.9,602.7953,13.14,2.36E2,-,-,-,602.7954,13.72,7.06E2,602.7950,12.76,4.09E2,602.7969,13.74,3.66E2,602.7935,12.88,5.06E2,602.7960,12.68,5E2,602.7941,12.75,6.06E2,602.7952,12.84,1.13E3,0.47:-:1.41:0.82:0.73:1.01:1.00:1.21:2.27,4.45E2,7.47E2,0.60:1.00,13.06,,
,0.32,4.61,555.8042,4.01 - 6.03,1,438.6,-,-,-,555.8042,5.99,4.2E2,555.8041,5.24,8.36E2,555.8038,5.23,5.66E2,555.8063,5.28,3.01E2,555.8039,5.17,4.28E2,555.8054,5.25,2.38E2,555.8036,4.03,4.56E2,555.8026,5.10,2.63E2,-:1.77:3.52:2.38:1.27:1.80:1.00:1.92:1.11,5.1E2,3.19E2,1.60:1.00,5.16,,
,0.11,4.61,724.7308,21.22 - 21.66,1,291.2,-,-,0,724.7278,21.62,1.26E3,724.7286,21.48,7.22E2,-,-,0,724.7328,21.23,1.89E2,-,-,0,-,-,0,724.7339,21.51,4.48E2,-,-,0,0:1.00:0.57:0:0.15:0:0:0.35:0,3.62E2,1.49E2,2.43:1.00,21.46,,
,0.16,4.61,429.8580,17.96 - 19.00,1,624,429.8590,18.98,3.97E2,-,-,0,429.8578,18.22,1.39E3,429.8578,18.25,1.13E3,429.8573,18.90,1.07E3,429.8575,18.07,6.56E2,429.8583,18.01,9.74E2,-,-,0,-,-,0,0.41:0:1.43:1.16:1.10:0.67:1.00:0:0,7.74E2,3.25E2,2.38:1.00,18.40,,
,0.03,4.61,670.7800,2.23 - 2.48,1,75.2,670.7802,2.24,2.8E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,670.7798,2.47,3.97E2,-,-,0,1.00:0:0:0:0:0:0:1.42:0,4.67E1,1.32E2,0.35:1.00,2.36,,
,0.00,4.61,591.8355,5.44 - 6.80,1,74.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,591.8347,5.48,2.74E2,591.8363,6.75,3.97E2,-,-,0,-,-,0,0:0:0:0:0:0.69:1.00:0:0,4.57E1,1.32E2,0.35:1.00,6.12,,
,0.10,4.61,644.7681,3.70 - 4.03,1,209,644.7670,3.79,5.3E2,-,-,0,-,-,0,-,-,0,-,-,0,644.7692,3.97,3.21E2,-,-,0,644.7690,3.72,6.59E2,644.7672,3.94,3.71E2,1.00:0:0:0:0:0.61:0:1.24:0.70,1.42E2,3.43E2,0.41:1.00,3.85,,
,0.03,4.61,725.8745,17.95 - 20.25,1,982,725.8736,18.17,1.43E3,-,-,0,725.8752,19.07,6.1E3,-,-,0,-,-,0,-,-,0,725.8746,18.00,1.31E3,-,-,0,-,-,0,1.10:0:4.67:0:0:0:1.00:0:0,1.26E3,4.36E2,2.88:1.00,18.41,,
,0.24,4.61,382.8594,6.10 - 14.31,1,4.4E4,382.8592,8.47,4.68E4,382.8596,9.56,4.47E3,382.8597,9.22,4.6E4,382.8594,9.31,2.3E4,-,-,-,382.8594,8.32,4.21E4,382.8591,8.65,2.7E4,382.8596,6.89,8.33E4,382.8596,6.48,7.7E4,1.73:0.17:1.70:0.85:-:1.56:1.00:3.08:2.85,3.25E4,6.24E4,0.52:1.00,8.36,,
,0.25,4.61,577.7980,7.20 - 8.55,1,1.2E3,577.7976,7.94,1.81E3,-,-,0,577.7966,8.48,4.5E2,-,-,0,577.7985,7.90,1.06E3,577.7968,8.32,2.09E3,577.7983,8.05,1.72E3,577.7998,7.30,1.85E3,577.7984,7.55,1.9E3,1.05:0:0.26:0:0.62:1.22:1.00:1.08:1.10,9.02E2,1.82E3,0.49:1.00,7.93,,
,0.36,4.61,580.7925,3.17 - 5.32,3,3.7E3,580.7921,4.16,2.17E3,-,-,-,580.7921,4.15,2.39E3,580.7916,4.14,4.26E3,580.7938,4.35,3.8E3,580.7928,4.07,2.46E3,580.7917,4.35,1.22E3,580.7924,3.30,1.1E4,580.7935,4.14,2.25E3,1.77:-:1.96:3.49:3.11:2.01:1.00:9.02:1.84,3.02E3,4.84E3,0.62:1.00,4.08,,
,0.43,4.61,589.5682,0.10 - 0.20,1,5.3E5,-,-,0,589.5690,0.16,1.34E6,589.5678,0.15,9.7E5,589.5682,0.17,1.29E6,-,-,0,-,-,0,589.5680,0.16,5.58E5,-,-,0,589.5682,0.16,6.28E5,0:2.40:1.74:2.31:0:0:1.00:0:1.13,5.99E5,3.95E5,1.52:1.00,0.16,,
,0.11,4.61,612.8244,10.57 - 11.73,1,316.3,-,-,0,-,-,0,612.8242,11.15,4.55E2,612.8243,11.45,5.55E2,-,-,0,612.8237,10.84,2.79E2,612.8236,11.56,9.84E2,-,-,0,612.8263,10.58,5.74E2,0:0:0.46:0.56:0:0.28:1.00:0:0.58,2.15E2,5.19E2,0.41:1.00,11.12,,
,0.24,4.61,681.8254,4.21 - 5.46,1,552,-,-,0,681.8247,4.71,3.46E2,681.8246,4.94,5.99E2,681.8248,4.29,5.11E2,-,-,0,681.8263,5.35,1.06E3,681.8254,5.24,4.57E2,681.8261,4.28,1.38E3,681.8256,4.34,6.13E2,0:0.76:1.31:1.12:0:2.32:1.00:3.03:1.34,4.19E2,8.18E2,0.51:1.00,4.74,,
,0.45,4.61,858.7598,18.69 - 19.76,1,4.1E3,858.7594,18.97,2.64E3,858.7574,18.89,3.18E3,858.7604,19.09,4.58E3,858.7646,19.66,2.36E3,858.7590,19.01,4.79E3,858.7604,19.07,3.48E3,858.7606,19.04,2.52E3,858.7569,19.41,9.43E3,858.7590,19.02,4.34E3,1.05:1.27:1.82:0.94:1.90:1.38:1.00:3.75:1.73,3.5E3,5.43E3,0.65:1.00,19.13,,
,0.35,4.61,644.2690,8.37 - 13.16,1,6.4E3,644.2687,8.53,2.57E3,-,-,0,644.2686,8.56,7.07E3,644.2684,8.54,8.79E3,644.2693,8.55,9.42E3,644.2691,8.52,4.07E3,644.2698,8.54,1.18E4,-,-,0,644.2690,8.55,1.39E4,0.22:0:0.60:0.75:0.80:0.35:1.00:0:1.18,5.32E3,8.55E3,0.62:1.00,8.54,,
,0.41,4.61,681.8217,13.18 - 15.55,1,1E3,681.8212,15.50,5.66E2,681.8231,15.13,9.48E2,681.8212,14.57,1.5E3,681.8212,13.23,7.68E2,681.8179,14.49,1.03E3,681.8223,14.15,4.83E2,681.8239,13.35,1.14E3,681.8219,15.24,1.69E3,681.8225,13.73,1.14E3,0.50:0.83:1.31:0.68:0.91:0.42:1.00:1.48:1.00,8.82E2,1.32E3,0.67:1.00,14.38,,
,0.10,4.61,884.8090,20.06 - 20.23,2,2.9E3,-,-,0,-,-,0,884.8088,20.12,6.27E3,884.8097,20.14,5.21E3,-,-,0,-,-,0,884.8090,20.14,5.17E3,884.8083,20.15,9.37E3,-,-,0,0:0:1.21:1.01:0:0:1.00:1.81:0,1.91E3,4.85E3,0.39:1.00,20.14,,
,0.15,4.61,620.8548,12.72 - 15.18,1,1.4E3,620.8535,13.13,1.49E3,-,-,0,-,-,0,620.8542,12.80,1.46E3,620.8553,14.05,2.76E3,-,-,0,620.8547,13.03,3E3,-,-,0,620.8562,13.18,3.72E3,0.50:0:0:0.49:0.92:0:1.00:0:1.24,9.52E2,2.24E3,0.43:1.00,13.24,,
,0.15,4.61,742.7890,5.33 - 7.52,1,547.5,742.7895,7.47,6.76E2,-,-,0,742.7890,5.38,2.5E2,-,-,0,742.7913,7.33,8.13E2,742.7885,5.98,5.36E2,-,-,0,742.7842,6.11,1.74E3,742.7916,6.55,9.16E2,1.00:0:0.37:0:1.20:0.79:0:2.57:1.36,3.79E2,8.84E2,0.43:1.00,6.47,,
,0.03,4.61,442.8197,0.18 - 6.46,1,1.9E3,-,-,0,-,-,0,442.8189,2.74,3.07E3,-,-,0,-,-,0,442.8191,2.61,4.62E3,-,-,0,442.8209,3.52,-,442.8199,3.13,7.32E3,0:0:1.00:0:0:1.50:0:-:2.38,1.28E3,3.66E3,0.35:1.00,3.00,,
,0.01,4.61,565.4366,18.03 - 18.35,3,170.4,565.4374,18.08,6.28E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,565.4359,18.31,9.06E2,1.00:0:0:0:0:0:0:0:1.44,1.05E2,3.02E2,0.35:1.00,18.20,,
,0.15,4.61,778.7539,5.46 - 7.35,1,562.8,778.7487,7.09,2.2E2,-,-,0,778.7565,6.11,5.14E2,778.7532,6.64,8.25E2,778.7585,7.30,8.26E2,-,-,0,-,-,0,778.7540,5.88,1.44E3,778.7527,5.55,1.24E3,1.00:0:2.34:3.75:3.76:0:0:6.53:5.66,3.97E2,8.93E2,0.44:1.00,6.43,,
,0.16,4.60,610.8196,18.67 - 19.85,1,812.3,610.8168,19.47,5.38E2,610.8170,18.68,5.38E2,610.8212,19.75,1.49E3,-,-,0,610.8247,19.54,2.42E3,610.8203,19.73,1.05E3,-,-,0,-,-,0,610.8175,19.74,1.28E3,1.00:1.00:2.76:0:4.49:1.95:0:0:2.38,1.01E3,4.26E2,2.36:1.00,19.48,,
,0.03,4.60,297.0194,16.38 - 17.40,9,151,297.0200,16.43,2.51E2,-,-,0,-,-,0,-,-,0,297.0192,17.37,3.09E2,-,-,0,-,-,0,-,-,0,297.0190,17.29,7.99E2,1.00:0:0:0:1.23:0:0:0:3.18,9.34E1,2.66E2,0.35:1.00,17.03,,
,0.09,4.60,852.7498,12.24 - 13.56,1,270.5,-,-,0,852.7458,13.54,4E2,-,-,0,-,-,0,-,-,0,852.7553,12.27,6.86E2,-,-,0,852.7468,13.39,7.62E2,852.7512,13.17,5.87E2,0:1.00:0:0:0:1.71:0:1.90:1.47,1.81E2,4.49E2,0.40:1.00,13.09,,
,0.30,4.60,646.7835,6.65 - 10.14,1,699.7,646.7823,7.37,3.55E2,646.7828,10.11,2.86E2,646.7816,7.40,4.57E2,646.7826,7.38,6.77E2,646.7824,7.74,9.88E2,-,-,-,646.7839,8.11,6.31E2,646.7888,7.01,1.47E3,646.7833,6.66,7.34E2,0.56:0.45:0.73:1.07:1.57:-:1.00:2.33:1.16,5.53E2,9.45E2,0.58:1.00,7.72,,
,0.11,4.60,701.8077,12.61 - 16.32,1,811.9,701.8065,13.38,1.03E3,701.8118,13.46,3.26E3,701.8044,13.72,9.75E2,-,-,0,701.8062,13.79,8.23E2,-,-,0,-,-,0,701.8096,12.68,1.22E3,-,-,0,1.00:3.17:0.95:0:0.80:0:0:1.19:0,1.01E3,4.08E2,2.49:1.00,13.41,,
,0.01,4.60,270.8909,3.99 - 5.19,3,472.1,-,-,0,-,-,0,-,-,0,-,-,0,270.8913,5.13,1.71E3,-,-,0,270.8910,4.02,2.32E2,270.8905,4.85,2.31E3,-,-,0,0:0:0:0:7.36:0:1.00:9.95:0,2.85E2,8.47E2,0.34:1.00,4.66,,
