Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,ORP10_C00_neg m/z,ORP10_C00_neg RT mean,ORP10_C00_neg Normalized Area,ORP10_C07_neg m/z,ORP10_C07_neg RT mean,ORP10_C07_neg Normalized Area,ORP10_C08_neg m/z,ORP10_C08_neg RT mean,ORP10_C08_neg Normalized Area,ORP10_C09_neg m/z,ORP10_C09_neg RT mean,ORP10_C09_neg Normalized Area,ORP10_C10_neg m/z,ORP10_C10_neg RT mean,ORP10_C10_neg Normalized Area,ORP10_C11_neg m/z,ORP10_C11_neg RT mean,ORP10_C11_neg Normalized Area,ORP10_C04_neg m/z,ORP10_C04_neg RT mean,ORP10_C04_neg Normalized Area,ORP10_C05_neg m/z,ORP10_C05_neg RT mean,ORP10_C05_neg Normalized Area,ORP10_C06_neg m/z,ORP10_C06_neg RT mean,ORP10_C06_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.01,4.55,754.3553,19.83 - 20.00,2,62.8,754.3571,19.95,2.32E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,754.3536,19.92,3.33E2,-,-,0,0.70:0:0:0:0:0:0:1.00:0,3.87E1,1.11E2,0.35:1.00,19.94,,
,0.01,8.08,658.2749,10.26 - 10.52,2,97.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,658.2749,10.49,5.03E2,658.2749,10.31,3.73E2,-,-,0,0:0:0:0:0:0:1.35:1.00:0,0,2.92E2,0:1.00,10.40,,
,0.01,8.08,858.7641,14.78 - 17.61,1,2.7E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,858.7630,15.10,1.54E4,-,-,0,858.7651,16.56,8.98E3,0:0:0:0:0:0:1.00:0:0.58,0,8.13E3,0:1.00,15.83,,
,0.01,3.05,857.7824,13.00 - 13.60,1,213,-,-,0,-,-,0,857.7843,13.08,1.26E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,857.7805,13.57,6.55E2,0:0:1.00:0:0:0:0:0:0.52,2.1E2,2.18E2,0.96:1.00,13.32,,
,0.01,4.67,487.8197,7.53 - 8.27,1,48.7,-,-,0,487.8191,7.56,1.73E2,-,-,0,-,-,0,-,-,0,-,-,0,487.8204,8.25,2.66E2,-,-,0,-,-,0,0:1.00:0:0:0:0:1.54:0:0,2.88E1,8.86E1,0.33:1.00,7.90,,
,0.01,4.63,354.9260,11.81 - 12.70,3,51,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,354.9260,12.62,1.84E2,-,-,0,354.9260,11.82,2.74E2,-,-,0,0:0:0:0:0:0.67:0:1.00:0,3.07E1,9.15E1,0.34:1.00,12.22,,
,0.01,8.12,689.8512,16.32 - 16.53,1,69.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,689.8512,16.40,6.23E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.04E2,0,1.00:0,16.40,,
,0.01,8.12,679.8166,18.96 - 19.94,2,25.7,-,-,0,679.8159,19.88,1.52E2,-,-,0,-,-,0,-,-,0,679.8173,19.02,7.95E1,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0.52:0:0:0,3.86E1,0,1.00:0,19.45,,
,0.01,5.58,566.7558,17.13 - 17.57,1,87.5,-,-,0,566.7561,17.24,2.24E2,-,-,0,-,-,0,-,-,0,-,-,0,566.7555,17.52,5.63E2,-,-,0,-,-,0,0:1.00:0:0:0:0:2.51:0:0,3.74E1,1.88E2,0.20:1.00,17.38,,
,0.01,8.12,319.8179,11.83 - 12.81,1,122.7,319.8179,11.86,2.65E2,319.8179,12.59,8.39E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:3.16:0:0:0:0:0:0:0,1.84E2,0,1.00:0,12.23,,
,0.01,8.12,688.7716,10.71 - 10.79,1,54.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,688.7716,10.75,4.94E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.65E2,0:1.00,10.75,,
,0.01,8.12,384.8754,4.22 - 4.35,1,77.8,-,-,0,-,-,0,384.8754,4.30,7E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.17E2,0,1.00:0,4.30,,
,0.01,4.38,782.7455,18.99 - 19.22,1,202.7,782.7482,19.07,7.97E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,782.7428,19.02,1.03E3,-,-,0,0.78:0:0:0:0:0:0:1.00:0,1.33E2,3.42E2,0.39:1.00,19.05,,
,0.01,8.15,668.7916,12.40 - 15.07,1,228.9,-,-,0,668.7907,12.95,1.75E3,-,-,0,-,-,0,-,-,0,668.7925,12.48,3.09E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0.18:0:0:0,3.43E2,0,1.00:0,12.72,,
,0.01,4.78,668.7886,7.03 - 7.75,1,162.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,668.7885,7.11,5.6E2,-,-,0,668.7888,7.58,9.06E2,-,-,0,0:0:0:0:0:0.62:0:1.00:0,9.33E1,3.02E2,0.31:1.00,7.35,,
,0.01,8.15,604.8132,2.71 - 3.39,1,98.2,604.8145,3.35,2.01E2,604.8120,2.82,6.82E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:3.39:0:0:0:0:0:0:0,1.47E2,0,1.00:0,3.09,,
,0.01,8.15,620.8551,16.37 - 16.89,1,327.9,620.8533,16.49,1.23E3,620.8570,16.62,1.72E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:1.40:0:0:0:0:0:0:0,4.92E2,0,1.00:0,16.56,,
,0.01,8.15,1373.7241,20.13 - 20.22,2,467.3,1373.7314,20.16,3.36E3,-,-,0,-,-,0,-,-,0,-,-,0,1373.7168,20.18,8.45E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0.25:0:0:0,7.01E2,0,1.00:0,20.17,,
,0.01,8.15,514.9604,1.78 - 2.36,1,161.9,-,-,0,514.9593,2.21,8.4E2,-,-,0,514.9614,1.84,6.17E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0.74:0:0:0:0:0,2.43E2,0,1.00:0,2.03,,
,0.01,8.15,454.7748,1.70 - 1.88,1,55.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,454.7748,1.78,5E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.67E2,0:1.00,1.78,,
,0.01,8.15,315.8777,2.30 - 2.80,1,71.5,315.8777,2.33,6.43E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.07E2,0,1.00:0,2.33,,
,0.01,8.15,727.8146,14.95 - 15.47,1,38.3,-,-,0,727.8119,15.46,1.86E2,-,-,0,-,-,0,-,-,0,727.8174,15.00,1.59E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0.85:0:0:0,5.74E1,0,1.00:0,15.23,,
,0.01,8.12,822.8124,14.35 - 15.39,1,76.1,822.8108,15.30,4.01E2,822.8141,14.41,2.84E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0.71:0:0:0:0:0:0:0,1.14E2,0,1.00:0,14.85,,
,0.01,8.12,1392.3806,20.16 - 20.22,3,101.9,-,-,0,1392.3806,20.15,9.17E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.53E2,0,1.00:0,20.15,,
,0.01,8.12,340.9896,15.88 - 16.69,8,243.1,340.9895,16.32,1.53E3,340.9896,15.97,6.6E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0.43:0:0:0:0:0:0:0,3.65E2,0,1.00:0,16.15,,
,0.01,8.12,454.7741,1.55 - 1.66,1,55.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,454.7741,1.62,5.02E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.67E2,0:1.00,1.62,,
,0.01,8.12,684.8379,4.97 - 5.65,1,222.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,684.8379,5.41,2E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,6.66E2,0:1.00,5.41,,
,0.01,8.12,388.0435,0.33 - 0.45,1,94,388.0435,0.41,8.46E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.41E2,0,1.00:0,0.41,,
,0.01,5.38,917.7723,19.98 - 20.14,2,134.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,917.7719,20.11,3.7E2,-,-,0,917.7728,20.06,8.39E2,-,-,0,0:0:0:0:0:0.44:0:1.00:0,6.17E1,2.8E2,0.22:1.00,20.09,,
,0.01,8.12,543.8746,19.27 - 20.06,1,77.8,543.8734,19.35,4.9E2,-,-,0,-,-,0,-,-,0,-,-,0,543.8758,20.02,2.1E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0.43:0:0:0,1.17E2,0,1.00:0,19.68,,
,0.01,8.12,816.2938,19.05 - 20.14,2,246.2,816.2950,19.09,4.73E2,816.2926,19.97,1.74E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:3.69:0:0:0:0:0:0:0,3.69E2,0,1.00:0,19.53,,
,0.01,8.12,500.8521,0.74 - 0.90,1,57.8,-,-,0,500.8521,0.81,5.2E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,8.67E1,0,1.00:0,0.81,,
,0.01,8.09,574.8549,9.31 - 10.59,1,179.3,-,-,0,-,-,0,-,-,0,574.8558,10.47,9.52E2,574.8540,9.38,6.61E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0.69:0:0:0:0,2.69E2,0,1.00:0,9.93,,
,0.01,5.42,576.7958,7.33 - 13.47,1,9.1E3,-,-,0,-,-,0,576.7948,8.10,6.44E4,-,-,0,576.7963,7.41,-,-,-,0,-,-,0,576.7964,8.47,8.29E3,-,-,0,0:0:7.77:0:-:0:0:1.00:0,1.29E4,2.76E3,4.66:1.00,8.00,,
,0.01,8.09,710.8332,7.09 - 7.75,1,284,-,-,0,710.8352,7.23,2.01E3,-,-,0,-,-,0,-,-,0,710.8312,7.67,5.43E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0.27:0:0:0,4.26E2,0,1.00:0,7.45,,
,0.01,8.09,835.7816,18.92 - 19.22,1,97.2,835.7837,19.13,4.32E2,835.7794,18.97,4.42E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:1.02:0:0:0:0:0:0:0,1.46E2,0,1.00:0,19.05,,
,0.01,6.22,620.8554,17.46 - 20.28,1,1.3E3,-,-,0,620.8553,17.56,2.7E3,-,-,0,-,-,0,-,-,0,-,-,0,620.8555,18.58,9.41E3,-,-,0,-,-,0,0:1.00:0:0:0:0:3.48:0:0,4.5E2,3.14E3,0.14:1.00,18.07,,
,0.01,3.88,410.9354,4.42 - 5.05,3,324.3,-,-,0,410.9351,4.51,2.3E3,-,-,0,-,-,0,-,-,0,-,-,0,410.9358,4.90,6.16E2,-,-,0,-,-,0,0:1.00:0:0:0:0:0.27:0:0,3.84E2,2.05E2,1.87:1.00,4.71,,
,0.01,5.48,611.8364,19.12 - 19.31,2,112.6,611.8350,19.15,3E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,611.8379,19.24,7.14E2,-,-,0,0.42:0:0:0:0:0:0:1.00:0,5E1,2.38E2,0.21:1.00,19.19,,
,0.01,8.12,794.7948,8.08 - 8.20,1,44.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,794.7948,8.12,3.99E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.33E2,0:1.00,8.12,,
,0.01,8.16,486.8077,9.34 - 9.53,1,64.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,486.8077,9.42,5.8E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.93E2,0:1.00,9.42,,
,0.01,8.16,1256.7349,20.15 - 20.24,3,154.1,-,-,0,1256.7349,20.20,1.39E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.31E2,0,1.00:0,20.20,,
,0.01,8.16,654.8077,11.75 - 14.49,1,1.2E3,-,-,0,-,-,0,-,-,0,654.8059,11.86,8.75E3,654.8096,12.23,1.81E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0.21:0:0:0:0,1.76E3,0,1.00:0,12.05,,
,0.01,8.16,383.3534,4.35 - 4.46,2,71.6,-,-,0,-,-,0,-,-,0,-,-,0,383.3534,4.40,6.44E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,1.07E2,0,1.00:0,4.40,,
,0.01,8.16,1417.3821,20.16 - 20.22,3,125.9,-,-,0,1417.3821,20.21,1.13E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.89E2,0,1.00:0,20.21,,
,0.01,5.72,581.5284,18.08 - 18.50,3,80.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,581.5279,18.45,1.98E2,-,-,0,-,-,0,581.5290,18.14,5.29E2,0:0:0:0:0:1.00:0:0:2.68,3.29E1,1.76E2,0.19:1.00,18.29,,
,0.01,8.16,836.7812,13.25 - 13.33,1,66.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,836.7812,13.31,5.97E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.99E2,0:1.00,13.31,,
,0.01,8.16,282.1429,8.64 - 9.91,1,25,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,282.1429,9.86,1.48E2,282.1429,8.69,7.73E1,-,-,0,0:0:0:0:0:0:1.91:1.00:0,0,7.49E1,0:1.00,9.28,,
,0.01,5.94,768.7834,4.55 - 6.18,1,125,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,768.7832,4.60,2.82E2,768.7836,6.12,8.43E2,-,-,0,-,-,0,0:0:0:0:0:1.00:2.99:0:0,4.69E1,2.81E2,0.17:1.00,5.36,,
,0.01,8.16,578.8103,7.52 - 7.65,1,56,-,-,0,578.8103,7.58,5.04E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,8.41E1,0,1.00:0,7.58,,
,0.01,8.16,1310.7371,20.14 - 20.21,1,183.2,-,-,0,-,-,0,-,-,0,1310.7371,20.18,1.65E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.75E2,0,1.00:0,20.18,,
,0.01,8.16,498.7844,16.05 - 16.43,1,164.7,-,-,0,498.7830,16.38,2.07E2,-,-,0,-,-,0,-,-,0,498.7857,16.14,1.28E3,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:6.17:0:0:0,2.47E2,0,1.00:0,16.26,,
,0.01,8.16,573.8586,13.58 - 13.77,1,54.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,573.8586,13.69,4.89E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.63E2,0:1.00,13.69,,
,0.01,8.16,486.8058,11.17 - 11.29,1,56.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,486.8058,11.23,5.07E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.69E2,0:1.00,11.23,,
,0.01,4.15,632.8134,11.58 - 12.17,1,200.4,-,-,0,632.8142,11.69,8.56E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,632.8126,12.00,9.47E2,0:1.00:0:0:0:0:0:0:1.11,1.43E2,3.16E2,0.45:1.00,11.84,,
,0.01,8.16,414.8042,4.07 - 4.78,2,226.6,-,-,0,-,-,0,-,-,0,-,-,0,414.8042,4.55,2.04E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,3.4E2,0,1.00:0,4.55,,
,0.01,4.36,586.8228,10.29 - 12.82,1,50.8,586.8229,10.32,2.21E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,586.8232,12.64,-,-,-,0,586.8224,11.51,1.86E2,1.00:0:0:0:0:0:-:0:0.84,3.68E1,9.29E1,0.40:1.00,11.49,,
,0.01,5.00,756.8347,12.96 - 14.23,1,483.4,756.8317,13.85,1.54E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,756.8378,13.38,2.81E3,-,-,0,0.55:0:0:0:0:0:0:1.00:0,2.57E2,9.37E2,0.27:1.00,13.61,,
,0.01,3.67,700.8003,9.76 - 10.14,1,135.7,-,-,0,700.8004,10.05,6.74E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,700.8001,9.82,5.48E2,-,-,0,0:1.23:0:0:0:0:0:1.00:0,1.12E2,1.83E2,0.62:1.00,9.94,,
,0.01,8.16,1298.7539,20.13 - 20.21,1,198.2,1298.7539,20.18,1.78E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,2.97E2,0,1.00:0,20.18,,
,0.01,8.16,302.8476,16.41 - 17.16,1,132.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,302.8474,17.02,6.18E2,302.8479,16.48,5.72E2,-,-,0,0:0:0:0:0:0:1.08:1.00:0,0,3.96E2,0:1.00,16.75,,
,0.01,4.12,736.7699,18.48 - 19.65,1,102.4,736.7711,18.52,4.41E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,736.7687,19.57,4.81E2,-,-,0,0.92:0:0:0:0:0:0:1.00:0,7.35E1,1.6E2,0.46:1.00,19.05,,
,0.01,8.16,554.7953,13.44 - 13.57,1,73.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,554.7953,13.51,6.64E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,2.21E2,0:1.00,13.51,,
,0.01,8.16,416.8955,3.95 - 4.90,1,141.7,-,-,0,416.8955,4.12,8.68E2,416.8955,4.81,4.08E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.47:0:0:0:0:0:0,2.13E2,0,1.00:0,4.47,,
,0.01,3.67,1002.7777,15.83 - 16.80,1,319.9,-,-,0,1002.7735,15.91,1.59E3,-,-,0,-,-,0,-,-,0,-,-,0,1002.7820,16.70,1.29E3,-,-,0,-,-,0,0:1.00:0:0:0:0:0.81:0:0,2.65E2,4.3E2,0.62:1.00,16.30,,
,0.01,4.57,742.7864,10.57 - 10.85,1,68.4,742.7878,10.83,2.54E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,742.7850,10.61,3.62E2,-,-,0,-,-,0,1.00:0:0:0:0:0:1.43:0:0,4.23E1,1.21E2,0.35:1.00,10.72,,
,0.01,8.16,603.8008,19.02 - 19.13,1,49,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,603.8008,19.06,4.41E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.47E2,0:1.00,19.06,,
,0.01,3.70,260.8741,3.95 - 9.15,1,1E3,260.8735,4.15,7.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,260.8746,4.36,2.15E3,-,-,0,-,-,0,1.00:0:0:0:0:0:0.30:0:0,1.18E3,7.17E2,1.65:1.00,4.26,,
,0.01,8.16,649.8301,19.46 - 20.07,2,311.6,649.8312,19.99,1.93E3,-,-,0,-,-,0,-,-,0,-,-,0,649.8290,19.56,8.7E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0.45:0:0:0,4.67E2,0,1.00:0,19.78,,
,0.01,8.16,883.3142,20.10 - 20.20,2,120.3,-,-,0,883.3087,20.16,5.43E2,-,-,0,-,-,0,-,-,0,883.3196,20.13,5.4E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:1.00:0:0:0,1.8E2,0,1.00:0,20.14,,
,0.01,8.18,476.7779,1.61 - 2.01,1,185.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,476.7779,1.69,1.67E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,5.55E2,0:1.00,1.69,,
,0.01,8.18,1250.7238,20.11 - 20.19,1,121,-,-,0,1250.7238,20.16,1.09E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.81E2,0,1.00:0,20.16,,
,0.01,8.18,852.7570,12.53 - 12.63,1,60.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,852.7570,12.58,5.47E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.82E2,0:1.00,12.58,,
,0.01,4.13,736.7844,10.09 - 12.83,1,253.6,-,-,0,736.7854,10.15,1.09E3,-,-,0,-,-,0,-,-,0,-,-,0,736.7833,12.72,1.19E3,-,-,0,-,-,0,0:1.00:0:0:0:0:1.09:0:0,1.82E2,3.97E2,0.46:1.00,11.43,,
,0.01,8.18,659.8288,12.03 - 12.31,1,37.1,659.8263,12.28,2.13E2,-,-,0,-,-,0,-,-,0,-,-,0,659.8313,12.06,1.21E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0.57:0:0:0,5.56E1,0,1.00:0,12.17,,
,0.01,8.18,562.8251,20.88 - 21.07,1,57.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,562.8251,20.96,5.21E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.74E2,0:1.00,20.96,,
,0.01,8.21,1243.7542,20.17 - 20.20,1,76.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1243.7542,20.18,6.92E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.15E2,0,1.00:0,20.18,,
,0.01,8.21,657.5144,11.08 - 11.66,1,229.1,657.5144,11.14,2.06E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,3.44E2,0,1.00:0,11.14,,
,0.01,8.21,734.8336,17.87 - 17.99,1,53.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,734.8336,17.94,4.81E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.6E2,0:1.00,17.94,,
,0.01,8.21,720.8620,14.25 - 15.29,1,43.3,720.8615,15.26,2.23E2,720.8625,14.29,1.67E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0.75:0:0:0:0:0:0:0,6.5E1,0,1.00:0,14.77,,
,0.01,8.21,739.3140,19.14 - 19.78,1,74.6,739.3162,19.17,3.05E2,-,-,0,-,-,0,-,-,0,-,-,0,739.3118,19.74,3.66E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:1.20:0:0:0,1.12E2,0,1.00:0,19.46,,
,0.01,8.21,806.7629,7.25 - 7.39,1,48.1,-,-,0,806.7629,7.35,4.33E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,7.22E1,0,1.00:0,7.35,,
,0.01,8.21,600.2502,9.74 - 9.90,1,79.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,600.2502,9.80,7.13E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,2.38E2,0:1.00,9.80,,
,0.01,8.21,869.8126,15.10 - 15.20,1,52.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,869.8126,15.17,4.74E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.58E2,0:1.00,15.17,,
,0.01,8.21,823.7532,8.87 - 8.97,1,30.7,823.7532,8.89,2.76E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,4.6E1,0,1.00:0,8.89,,
,0.01,8.21,510.8088,6.73 - 6.85,1,45,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,510.8088,6.74,4.05E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.35E2,0:1.00,6.74,,
,0.01,5.48,725.8060,15.82 - 16.48,1,60.2,-,-,0,725.8051,15.84,1.63E2,-,-,0,-,-,0,-,-,0,-,-,0,725.8069,16.48,3.79E2,-,-,0,-,-,0,0:1.00:0:0:0:0:2.33:0:0,2.71E1,1.26E2,0.21:1.00,16.16,,
,0.01,8.21,941.8004,20.08 - 20.20,2,168.4,-,-,0,941.8048,20.16,9.3E2,-,-,0,-,-,0,-,-,0,941.7960,20.17,5.85E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0.63:0:0:0,2.53E2,0,1.00:0,20.16,,
,0.01,8.21,497.3357,19.31 - 19.91,2,60.9,497.3357,19.41,4.3E2,-,-,0,-,-,0,-,-,0,-,-,0,497.3358,19.85,1.19E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0.28:0:0:0,9.14E1,0,1.00:0,19.63,,
,0.01,8.21,811.8135,18.86 - 18.98,1,58.5,-,-,0,811.8135,18.93,5.27E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,8.78E1,0,1.00:0,18.93,,
,0.01,4.68,780.7491,16.22 - 20.12,1,6.7E3,-,-,0,780.7484,16.46,2.42E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,780.7499,17.41,3.65E4,-,-,0,0:0.66:0:0:0:0:0:1.00:0,4.03E3,1.22E4,0.33:1.00,16.94,,
,0.01,8.21,580.8015,5.88 - 6.71,1,115.2,580.8015,6.68,3.69E2,580.8016,6.02,6.68E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:1.81:0:0:0:0:0:0:0,1.73E2,0,1.00:0,6.35,,
,0.01,8.21,620.8600,3.88 - 4.22,1,145.8,-,-,0,620.8600,4.05,1.31E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.19E2,0,1.00:0,4.05,,
,0.01,8.21,396.8376,5.91 - 6.75,1,214.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,396.8376,5.95,4.96E2,396.8376,6.43,1.43E3,-,-,0,0:0:0:0:0:0:0.35:1.00:0,0,6.43E2,0:1.00,6.19,,
,0.00,8.21,468.8965,0.98 - 1.26,1,68.2,468.8965,1.12,6.14E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.02E2,0,1.00:0,1.12,,
