Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,PITPNC1_G00_neg m/z,PITPNC1_G00_neg RT mean,PITPNC1_G00_neg Normalized Area,PITPNC1_G05_neg m/z,PITPNC1_G05_neg RT mean,PITPNC1_G05_neg Normalized Area,PITPNC1_G06_neg m/z,PITPNC1_G06_neg RT mean,PITPNC1_G06_neg Normalized Area,PITPNC1_G07_neg m/z,PITPNC1_G07_neg RT mean,PITPNC1_G07_neg Normalized Area,PITPNC1_G10_neg m/z,PITPNC1_G10_neg RT mean,PITPNC1_G10_neg Normalized Area,PITPNC1_G11_neg m/z,PITPNC1_G11_neg RT mean,PITPNC1_G11_neg Normalized Area,PITPNC1_G12_neg m/z,PITPNC1_G12_neg RT mean,PITPNC1_G12_neg Normalized Area,PITPNC1_G08_neg m/z,PITPNC1_G08_neg RT mean,PITPNC1_G08_neg Normalized Area,PITPNC1_G09_neg m/z,PITPNC1_G09_neg RT mean,PITPNC1_G09_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.02,8.21,866.7270,9.08 - 9.46,1,116,866.7271,9.09,3.99E2,866.7339,9.40,3.55E2,-,-,0,866.7198,9.39,2.9E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.13:1.00:0:0.82:0:0:0:0:0,1.49E2,0,1.00:0,9.29,,
,0.02,3.82,518.8347,8.14 - 9.87,1,184.1,-,-,0,-,-,0,518.8342,8.86,5.83E2,-,-,0,-,-,0,518.8354,9.83,5.13E2,-,-,0,-,-,0,518.8345,8.19,5.61E2,0:0:1.00:0:0:0.88:0:0:0.96,1.57E2,2.8E2,1.00:1.79,8.96,,
,0.02,8.21,680.3136,18.68 - 19.74,2,166,680.3129,19.71,3.83E2,-,-,0,-,-,0,-,-,0,680.3156,18.75,4.7E2,-,-,0,680.3125,19.29,6.4E2,-,-,0,-,-,0,1.00:0:0:0:1.23:0:1.67:0:0,2.13E2,0,1.00:0,19.25,,
,0.02,8.21,670.2839,19.45 - 19.87,2,195.9,-,-,0,-,-,0,-,-,0,670.2836,19.81,5.77E2,-,-,0,670.2843,19.56,1.19E3,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:2.05:0:0:0,2.52E2,0,1.00:0,19.69,,
,0.02,8.21,862.7892,19.79 - 19.89,2,77.6,-,-,0,-,-,0,862.7892,19.79,6.98E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,9.97E1,0,1.00:0,19.79,,
,0.02,8.21,799.7518,20.23 - 20.29,1,38.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,799.7518,20.25,3.47E2,0:0:0:0:0:0:0:0:1.00,0,1.73E2,0:1.00,20.25,,
,0.02,8.21,688.7731,7.97 - 9.54,1,78,-,-,0,-,-,0,688.7749,8.00,2E2,688.7687,9.51,2.31E2,688.7758,8.08,2.71E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:1.16:1.36:0:0:0:0,1E2,0,1.00:0,8.53,,
,0.02,8.21,1100.2723,10.92 - 10.98,1,95.9,-,-,0,-,-,0,-,-,0,-,-,0,1100.2723,10.93,8.63E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,1.23E2,0,1.00:0,10.93,,
,0.02,3.86,645.2757,8.72 - 9.54,2,84.5,-,-,0,-,-,0,-,-,0,-,-,0,645.2762,9.21,3.11E2,-,-,0,645.2744,9.50,1.87E2,645.2767,8.77,2.62E2,-,-,0,0:0:0:0:1.00:0:0.60:0.84:0,7.12E1,1.31E2,1.00:1.84,9.16,,
,0.02,8.21,487.8178,4.82 - 4.87,3,18.6,-,-,0,487.8178,4.86,1.68E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.39E1,0,1.00:0,4.86,,
,0.02,3.45,837.7840,10.84 - 12.42,1,77.1,837.7859,10.89,2.8E2,-,-,0,837.7885,12.40,2.17E2,-,-,0,-,-,0,-,-,0,-,-,0,837.7777,11.54,1.97E2,-,-,0,1.00:0:0.78:0:0:0:0:0.71:0,7.09E1,9.86E1,1.00:1.39,11.61,,
,0.02,8.21,772.7440,13.78 - 13.89,1,34.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,772.7440,13.83,3.09E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,4.41E1,0,1.00:0,13.83,,
,0.02,8.21,669.7992,20.21 - 20.30,1,122.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,669.7996,20.25,5.58E2,669.7988,20.25,5.47E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0.98:0:0,1.58E2,0,1.00:0,20.25,,
,0.02,3.67,671.7941,10.41 - 11.36,1,141.8,671.7979,11.28,4.2E2,671.7956,11.28,6.64E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,671.7889,10.46,1.92E2,-,-,0,0.63:1.00:0:0:0:0:0:0.29:0,1.55E2,9.59E1,1.00:0.62,11.00,,
,0.02,3.13,729.7564,8.55 - 9.18,1,92,-,-,0,-,-,0,-,-,0,-,-,0,729.7610,9.13,4.17E2,729.7549,8.55,2.41E2,-,-,0,-,-,0,729.7534,9.13,1.7E2,0:0:0:0:1.00:0.58:0:0:0.41,9.4E1,8.52E1,1.00:0.91,8.94,,
,0.02,8.21,536.8220,6.89 - 8.65,1,230.8,536.8210,7.09,1.12E3,-,-,0,-,-,0,-,-,0,-,-,0,536.8246,7.72,6.93E2,536.8203,8.62,2.67E2,-,-,0,-,-,0,1.00:0:0:0:0:0.62:0.24:0:0,2.97E2,0,1.00:0,7.81,,
,0.02,3.45,460.8648,9.08 - 15.33,1,4.5E4,-,-,0,460.8645,10.33,1.94E5,460.8647,9.54,9.77E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,460.8653,9.50,1.15E5,0:1.00:0.50:0:0:0:0:0:0.60,4.16E4,5.77E4,1.00:1.39,9.79,,
,0.02,8.25,350.9119,1.57 - 1.65,3,9.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,350.9119,1.66,8.75E1,-,-,0,0:0:0:0:0:0:0:1.00:0,0,4.38E1,0:1.00,1.66,,
,0.02,8.25,715.7890,20.24 - 20.31,1,22.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,715.7890,20.26,1.99E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,2.85E1,0,1.00:0,20.26,,
,0.02,8.25,476.7752,1.48 - 1.56,1,19.4,-,-,0,-,-,0,-,-,0,476.7752,1.50,1.75E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.49E1,0,1.00:0,1.50,,
,0.02,3.12,868.7857,17.39 - 17.63,1,300.7,-,-,0,-,-,0,868.7905,17.59,1.07E3,-,-,0,868.7797,17.49,1.07E3,-,-,0,-,-,0,868.7869,17.53,5.63E2,-,-,0,0:0:1.00:0:1.00:0:0:0.52:0,3.06E2,2.81E2,1.00:0.92,17.54,,
,0.02,8.25,432.3011,4.78 - 4.86,2,10.9,432.3011,4.84,9.85E1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.41E1,0,1.00:0,4.84,,
,0.02,3.55,756.7554,9.89 - 12.95,1,126.6,-,-,0,-,-,0,-,-,0,-,-,0,756.7611,9.96,8.01E2,-,-,0,-,-,0,-,-,0,756.7496,12.92,3.39E2,0:0:0:0:1.00:0:0:0:0.42,1.14E2,1.69E2,1.00:1.48,11.44,,
,0.02,8.25,1140.7825,20.14 - 20.20,1,271.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1140.7825,20.17,2.44E3,0:0:0:0:0:0:0:0:1.00,0,1.22E3,0:1.00,20.17,,
,0.02,8.25,515.8975,7.67 - 7.78,1,49.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,515.8975,7.72,4.45E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.35E1,0,1.00:0,7.72,,
,0.02,8.25,266.8033,0.60 - 0.98,3,201.6,266.8033,0.80,1.81E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,2.59E2,0,1.00:0,0.80,,
,0.02,8.25,770.7266,7.37 - 7.69,1,118,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,770.7266,7.41,1.06E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.52E2,0,1.00:0,7.41,,
,0.02,8.25,857.7726,7.24 - 7.35,1,110.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,857.7726,7.31,9.96E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,1.42E2,0,1.00:0,7.31,,
,0.02,8.25,730.7616,7.60 - 7.73,1,51.9,-,-,0,-,-,0,-,-,0,-,-,0,730.7616,7.63,4.67E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,6.67E1,0,1.00:0,7.63,,
,0.02,5.05,860.7792,8.85 - 13.28,1,194.3,860.7837,8.86,3.66E2,-,-,0,-,-,0,-,-,0,860.7750,10.30,4.85E2,-,-,0,-,-,0,-,-,0,860.7790,13.17,8.97E2,1.00:0:0:0:1.32:0:0:0:2.45,1.22E2,4.49E2,1.00:3.69,10.78,,
,0.02,3.86,846.7974,13.77 - 15.61,1,218.1,-,-,0,846.7965,15.56,4.31E2,846.7990,13.92,8.59E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,846.7966,14.95,6.73E2,0:1.00:1.99:0:0:0:0:0:1.56,1.84E2,3.37E2,1.00:1.83,14.81,,
,0.02,8.25,601.8153,7.14 - 7.23,1,31.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,601.8153,7.23,2.83E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.04E1,0,1.00:0,7.23,,
,0.02,8.25,904.7618,12.60 - 12.70,1,33.7,-,-,0,-,-,0,-,-,0,904.7618,12.62,3.03E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,4.33E1,0,1.00:0,12.62,,
,0.02,6.81,485.8849,10.31 - 12.79,1,356.7,-,-,0,485.8856,12.11,9.18E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,485.8846,10.35,2.57E2,485.8845,11.00,2.03E3,0:1.00:0:0:0:0:0:0.28:2.22,1.31E2,1.15E3,1.00:8.73,11.15,,
,0.02,8.25,861.8527,15.66 - 15.73,1,39.3,-,-,0,-,-,0,-,-,0,-,-,0,861.8527,15.73,3.54E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,5.05E1,0,1.00:0,15.73,,
,0.02,8.25,686.2618,6.93 - 7.18,2,366,-,-,0,-,-,0,-,-,0,-,-,0,686.2599,7.00,1.3E3,-,-,0,686.2637,7.10,1.99E3,-,-,0,-,-,0,0:0:0:0:1.00:0:1.54:0:0,4.71E2,0,1.00:0,7.05,,
,0.02,8.25,983.7223,13.05 - 13.69,1,143.1,-,-,0,983.7165,13.38,3.88E2,-,-,0,-,-,0,983.7338,13.09,4.01E2,983.7167,13.64,4.99E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0:1.03:1.29:0:0:0,1.84E2,0,1.00:0,13.37,,
,0.02,8.25,826.7428,6.06 - 6.25,1,101.1,-,-,0,-,-,0,-,-,0,-,-,0,826.7428,6.16,9.1E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,1.3E2,0,1.00:0,6.16,,
,0.02,8.25,613.8353,4.87 - 5.75,1,121.8,-,-,0,613.8309,5.71,2.77E2,613.8354,5.12,3.7E2,-,-,0,-,-,0,-,-,0,613.8394,4.90,4.48E2,-,-,0,-,-,0,0:1.00:1.34:0:0:0:1.62:0:0,1.57E2,0,1.00:0,5.24,,
,0.02,8.25,765.8050,20.08 - 20.20,1,119.7,-,-,0,-,-,0,765.8050,20.15,1.08E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.54E2,0,1.00:0,20.15,,
,0.02,8.25,579.0811,2.36 - 2.67,1,579.9,579.0812,2.50,3.18E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,579.0811,2.50,2.04E3,-,-,0,-,-,0,1.00:0:0:0:0:0:0.64:0:0,7.46E2,0,1.00:0,2.50,,
,0.02,8.25,747.3046,19.41 - 19.72,2,448.7,747.3035,19.66,7.9E2,747.3018,19.42,2.2E3,-,-,0,-,-,0,-,-,0,747.3087,19.59,1.05E3,-,-,0,-,-,0,-,-,0,0.36:1.00:0:0:0:0.48:0:0:0,5.77E2,0,1.00:0,19.55,,
,0.02,8.25,855.8306,17.49 - 17.55,1,50.8,-,-,0,855.8306,17.53,4.57E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,6.53E1,0,1.00:0,17.53,,
,0.02,3.14,882.7758,13.76 - 15.95,1,422.8,-,-,0,-,-,0,-,-,0,-,-,0,882.7753,15.93,7.39E2,-,-,0,882.7782,14.11,2.15E3,882.7739,13.87,9.16E2,-,-,0,0:0:0:0:1.00:0:2.91:1.24:0,4.13E2,4.58E2,1.00:1.11,14.64,,
,0.02,6.06,732.8155,12.92 - 15.63,1,472.9,-,-,0,732.8160,13.56,1.54E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,732.8159,13.20,1.93E3,732.8145,15.55,7.89E2,0:1.00:0:0:0:0:0:1.25:0.51,2.2E2,1.36E3,1.00:6.18,14.10,,
,0.02,3.63,360.8578,7.99 - 9.88,1,163.7,-,-,0,-,-,0,-,-,0,360.8572,9.21,6.89E2,-,-,0,360.8583,8.08,5.58E2,-,-,0,-,-,0,360.8578,9.84,2.27E2,0:0:0:1.00:0:0.81:0:0:0.33,1.78E2,1.14E2,1.00:0.64,9.04,,
,0.02,8.25,659.8241,11.51 - 11.62,1,35.4,659.8241,11.56,3.19E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,4.56E1,0,1.00:0,11.56,,
,0.02,8.25,612.8223,3.55 - 4.91,1,89.9,-,-,0,612.8204,3.94,3.73E2,-,-,0,612.8201,3.59,1.27E2,612.8264,4.90,3.09E2,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0.34:0.83:0:0:0:0,1.16E2,0,1.00:0,4.14,,
,0.02,3.71,781.7611,11.14 - 11.73,1,181.5,-,-,0,781.7587,11.23,8.01E2,-,-,0,781.7585,11.70,3.08E2,-,-,0,-,-,0,-,-,0,781.7661,11.50,5.24E2,-,-,0,0:1.00:0:0.38:0:0:0:0.65:0,1.58E2,2.62E2,1.00:1.65,11.47,,
,0.02,8.25,733.7638,8.02 - 9.51,1,73.5,733.7679,8.09,1.85E2,-,-,0,-,-,0,733.7590,9.48,2.14E2,733.7645,8.53,2.62E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:1.16:1.42:0:0:0:0,9.45E1,0,1.00:0,8.70,,
,0.02,3.26,543.8566,13.94 - 15.43,1,98.4,-,-,0,-,-,0,543.8571,14.15,4.2E2,-,-,0,-,-,0,543.8573,15.37,2.37E2,-,-,0,543.8555,14.00,2.28E2,-,-,0,0:0:1.00:0:0:0.56:0:0.54:0,9.4E1,1.14E2,1.00:1.21,14.51,,
,0.02,8.25,509.3764,9.94 - 11.58,1,1.8E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,509.3764,10.43,1.62E4,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,2.32E3,0,1.00:0,10.43,,
,0.02,4.44,386.8078,7.26 - 9.29,1,74.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,386.8078,9.24,2.19E2,386.8082,7.29,1.64E2,386.8074,9.00,2.86E2,-,-,0,0:0:0:0:0:1.00:0.75:1.31:0,5.47E1,1.43E2,1.00:2.62,8.51,,
,0.02,8.25,769.7958,12.42 - 14.06,1,178.7,-,-,0,-,-,0,-,-,0,769.7939,12.93,4.74E2,769.7960,13.95,7.21E2,-,-,0,769.7976,12.48,4.13E2,-,-,0,-,-,0,0:0:0:1.00:1.52:0:0.87:0:0,2.3E2,0,1.00:0,13.12,,
,0.02,5.76,671.4637,3.70 - 4.33,3,95.1,-,-,0,-,-,0,671.4637,4.29,3.39E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,671.4637,3.80,5.17E2,0:0:1.00:0:0:0:0:0:1.52,4.85E1,2.58E2,1.00:5.33,4.05,,
,0.02,8.21,581.8141,6.87 - 6.98,1,31.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,581.8141,6.92,2.85E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.07E1,0,1.00:0,6.92,,
,0.02,8.21,573.8550,15.02 - 15.07,1,41.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,573.8550,15.05,3.7E2,0:0:0:0:0:0:0:0:1.00,0,1.85E2,0:1.00,15.05,,
,0.02,8.21,700.8006,3.36 - 5.49,1,211.7,-,-,0,700.7981,5.00,7.99E2,700.8038,3.39,4.52E2,700.7999,4.01,6.54E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.57:0.82:0:0:0:0:0,2.72E2,0,1.00:0,4.13,,
,0.02,8.21,648.7374,11.57 - 12.18,1,38.6,-,-,0,-,-,0,648.7378,12.18,1.89E2,-,-,0,-,-,0,-,-,0,648.7371,11.61,1.59E2,-,-,0,-,-,0,0:0:1.00:0:0:0:0.84:0:0,4.97E1,0,1.00:0,11.89,,
,0.02,8.21,1347.7192,20.19 - 20.21,1,90.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1347.7192,20.19,8.16E2,0:0:0:0:0:0:0:0:1.00,0,4.08E2,0:1.00,20.19,,
,0.02,5.75,814.7889,10.86 - 14.24,1,638.9,-,-,0,-,-,0,814.7872,12.15,9.48E2,-,-,0,-,-,0,-,-,0,814.7893,10.95,1.33E3,-,-,0,814.7902,13.90,3.48E3,0:0:1.00:0:0:0:1.40:0:3.67,3.25E2,1.74E3,1.00:5.35,12.34,,
,0.02,8.21,1131.2570,20.11 - 20.22,1,211.8,-,-,0,-,-,0,1131.2570,20.17,1.91E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.72E2,0,1.00:0,20.17,,
,0.02,8.23,456.3210,3.47 - 3.58,1,29.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,456.3210,3.55,2.63E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,3.76E1,0,1.00:0,3.55,,
,0.02,4.68,387.8599,10.52 - 10.77,1,41,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,387.8596,10.72,1.98E2,-,-,0,387.8603,10.57,1.71E2,-,-,0,0:0:0:0:0:1.00:0:0.86:0,2.83E1,8.53E1,1.00:3.02,10.65,,
,0.02,8.23,709.2923,19.39 - 20.03,2,269.8,709.2886,19.61,6.48E2,709.2954,19.44,1.09E3,-,-,0,-,-,0,709.2928,20.00,6.87E2,-,-,0,-,-,0,-,-,0,-,-,0,0.59:1.00:0:0:0.63:0:0:0:0,3.47E2,0,1.00:0,19.68,,
,0.02,8.23,848.8151,15.16 - 15.22,1,50.6,-,-,0,848.8151,15.18,4.56E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,6.51E1,0,1.00:0,15.18,,
,0.02,8.23,759.7654,14.09 - 14.95,1,54.7,759.7628,14.92,2.41E2,-,-,0,-,-,0,-,-,0,-,-,0,759.7679,14.12,2.52E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:1.04:0:0:0,7.04E1,0,1.00:0,14.52,,
,0.02,4.09,753.3174,19.14 - 20.00,2,185.6,-,-,0,753.3160,19.97,5.24E2,-,-,0,-,-,0,-,-,0,-,-,0,753.3132,19.17,5.16E2,753.3230,19.79,6.3E2,-,-,0,0:1.00:0:0:0:0:0.98:1.20:0,1.49E2,3.15E2,1.00:2.12,19.65,,
,0.02,8.23,588.8368,13.51 - 14.59,1,193.1,588.8337,14.37,4.84E2,-,-,0,-,-,0,588.8372,14.60,6.77E2,-,-,0,588.8395,13.54,5.77E2,-,-,0,-,-,0,-,-,0,1.00:0:0:1.40:0:1.19:0:0:0,2.48E2,0,1.00:0,14.17,,
,0.02,3.02,729.7543,5.14 - 7.13,1,97.9,-,-,0,729.7510,7.05,3.03E2,-,-,0,-,-,0,729.7565,6.18,3.84E2,-,-,0,-,-,0,729.7554,5.18,1.94E2,-,-,0,0:1.00:0:0:1.27:0:0:0.64:0,9.82E1,9.68E1,1.00:0.99,6.14,,
,0.02,8.23,796.7281,13.10 - 13.20,1,37.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,796.7281,13.15,3.38E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.69E2,0:1.00,13.15,,
,0.02,8.23,425.8658,7.00 - 7.26,2,62.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,425.8658,7.13,5.65E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,8.07E1,0,1.00:0,7.13,,
,0.02,8.23,797.7439,12.83 - 13.62,1,82.1,-,-,0,-,-,0,-,-,0,797.7478,12.86,3.54E2,-,-,0,797.7401,13.56,3.86E2,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:1.09:0:0:0,1.06E2,0,1.00:0,13.21,,
,0.02,8.23,870.8008,12.12 - 12.18,1,34.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,870.8008,12.14,3.14E2,0:0:0:0:0:0:0:0:1.00,0,1.57E2,0:1.00,12.14,,
,0.02,8.23,1245.7404,20.14 - 20.22,2,798.3,-,-,0,-,-,0,1245.7439,20.17,4.07E3,-,-,0,1245.7369,20.19,3.11E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0.76:0:0:0:0,1.03E3,0,1.00:0,20.18,,
,0.02,8.23,790.8168,19.35 - 20.00,2,390.1,790.8109,19.65,9.7E2,790.8173,19.41,1.37E3,790.8223,19.96,1.17E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0.71:1.00:0.86:0:0:0:0:0:0,5.02E2,0,1.00:0,19.67,,
,0.02,8.23,865.7341,7.94 - 8.09,1,52.4,-,-,0,-,-,0,-,-,0,-,-,0,865.7341,7.98,4.71E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,6.73E1,0,1.00:0,7.98,,
,0.02,5.29,543.8431,5.63 - 5.98,1,43.8,543.8415,5.66,1.79E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,543.8447,5.94,2.15E2,1.00:0:0:0:0:0:0:0:1.20,2.56E1,1.08E2,1.00:4.21,5.80,,
,0.02,8.23,324.7635,2.07 - 2.21,2,43.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,324.7635,2.09,3.9E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.95E2,0:1.00,2.09,,
,0.02,6.60,808.8353,8.68 - 15.04,1,3.2E4,-,-,0,-,-,0,808.8370,10.24,-,-,-,0,-,-,0,-,-,0,808.8320,10.04,7.02E4,808.8339,9.79,6.13E4,808.8383,9.98,1.26E5,0:0:-:0:0:0:1.00:0.87:1.80,1.17E4,9.38E4,1.00:8.02,10.01,,
,0.02,5.22,697.7853,17.74 - 19.34,2,454.1,-,-,0,-,-,0,-,-,0,-,-,0,697.7853,17.78,7.4E2,-,-,0,697.7832,18.29,1.15E3,697.7874,19.18,2.19E3,-,-,0,0:0:0:0:1.00:0:1.56:2.96:0,2.7E2,1.1E3,1.00:4.06,18.41,,
,0.02,8.23,757.8344,12.42 - 12.49,1,32.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,757.8344,12.45,2.94E2,0:0:0:0:0:0:0:0:1.00,0,1.47E2,0:1.00,12.45,,
,0.02,8.23,1051.2683,20.13 - 20.20,2,146.8,-,-,0,-,-,0,-,-,0,1051.2683,20.14,1.32E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.89E2,0,1.00:0,20.14,,
,0.02,8.23,1072.7933,20.14 - 20.21,2,885.4,-,-,0,-,-,0,-,-,0,1072.7959,20.16,4.49E3,-,-,0,-,-,0,1072.7908,20.17,3.48E3,-,-,0,-,-,0,0:0:0:1.00:0:0:0.77:0:0,1.14E3,0,1.00:0,20.16,,
,0.02,8.23,554.7914,4.06 - 5.30,1,116,-,-,0,-,-,0,-,-,0,554.7922,4.14,4.42E2,554.7898,5.04,1.98E2,554.7921,5.24,4.04E2,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0.45:0.91:0:0:0,1.49E2,0,1.00:0,4.80,,
,0.02,4.62,649.8573,17.07 - 18.02,1,433.8,-,-,0,-,-,0,-,-,0,649.8588,17.84,1.14E3,-,-,0,649.8546,17.98,9.92E2,-,-,0,-,-,0,649.8585,17.22,1.77E3,0:0:0:1.00:0:0.87:0:0:1.55,3.05E2,8.86E2,1.00:2.91,17.68,,
,0.02,8.23,452.8490,13.85 - 13.95,1,28.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,452.8490,13.86,2.56E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.28E2,0:1.00,13.86,,
,0.02,8.23,854.3055,14.48 - 14.54,2,52.1,-,-,0,-,-,0,-,-,0,854.3055,14.51,4.69E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,6.69E1,0,1.00:0,14.51,,
,0.02,8.23,808.7728,6.97 - 7.03,1,29.5,808.7728,7.00,2.65E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,3.79E1,0,1.00:0,7.00,,
,0.02,8.23,458.0841,0.60 - 2.81,1,2.9E3,-,-,0,-,-,0,-,-,0,-,-,0,458.0838,0.79,-,458.0844,1.22,2.28E4,-,-,0,-,-,0,-,-,0,0:0:0:0:-:1.00:0:0:0,3.81E3,0,1.00:0,1.00,,
,0.02,8.23,770.7231,3.96 - 4.10,1,32.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,770.7231,4.02,2.9E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.14E1,0,1.00:0,4.02,,
,0.02,8.23,454.7950,6.92 - 7.06,1,32.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,454.7950,6.94,2.94E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.2E1,0,1.00:0,6.94,,
