Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,LCN8_A00_neg m/z,LCN8_A00_neg RT mean,LCN8_A00_neg Normalized Area,LCN8_A06_neg m/z,LCN8_A06_neg RT mean,LCN8_A06_neg Normalized Area,LCN8_A07_neg m/z,LCN8_A07_neg RT mean,LCN8_A07_neg Normalized Area,LCN8_A08_neg m/z,LCN8_A08_neg RT mean,LCN8_A08_neg Normalized Area,LCN8_A12_neg m/z,LCN8_A12_neg RT mean,LCN8_A12_neg Normalized Area,LCN8_B01_neg m/z,LCN8_B01_neg RT mean,LCN8_B01_neg Normalized Area,LCN8_A09_neg m/z,LCN8_A09_neg RT mean,LCN8_A09_neg Normalized Area,LCN8_A10_neg m/z,LCN8_A10_neg RT mean,LCN8_A10_neg Normalized Area,LCN8_A11_neg m/z,LCN8_A11_neg RT mean,LCN8_A11_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.01,8.50,450.8498,8.48 - 9.65,1,1.1E3,-,-,0,450.8499,9.53,7.16E3,-,-,0,450.8497,8.73,2.69E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:2.66:0:1.00:0:0:0:0:0,1.64E3,0,1.00:0,9.13,,
,0.01,8.50,407.8716,14.98 - 15.13,1,52,407.8713,15.02,2.27E2,-,-,0,407.8719,15.08,2.42E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:1.07:0:0:0:0:0:0,7.81E1,0,1.00:0,15.05,,
,0.01,8.50,830.3346,19.43 - 20.24,2,2.2E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,830.3330,20.17,7.28E3,830.3361,20.15,1.28E4,0:0:0:0:0:0:0:1.00:1.76,0,6.71E3,0:1.00,20.16,,
,0.01,8.50,743.2932,19.01 - 19.34,1,140.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,743.2943,19.11,6.52E2,743.2921,19.32,6.14E2,0:0:0:0:0:0:0:1.00:0.94,0,4.22E2,0:1.00,19.21,,
,0.01,8.50,906.3118,20.13 - 20.22,2,460.2,906.3092,20.17,1.69E3,-,-,0,-,-,0,-,-,0,906.3144,20.17,2.46E3,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:1.46:0:0:0:0,6.9E2,0,1.00:0,20.17,,
,0.01,8.54,711.7771,5.44 - 7.56,1,102.6,711.7755,5.52,3.38E2,711.7788,7.52,5.86E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:1.74:0:0:0:0:0:0:0,1.54E2,0,1.00:0,6.52,,
,0.01,5.12,612.6882,18.34 - 18.49,1,89.1,-,-,0,-,-,0,-,-,0,612.6873,18.40,2.84E2,-,-,0,-,-,0,-,-,0,612.6891,18.41,5.18E2,-,-,0,0:0:0:1.00:0:0:0:1.82:0,4.73E1,1.73E2,1.00:3.65,18.41,,
,0.01,8.54,504.7926,1.50 - 1.79,1,42.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,504.7934,1.72,2.2E2,504.7919,1.54,1.65E2,0:0:0:0:0:0:0:1.00:0.75,0,1.28E2,0:1.00,1.63,,
,0.01,4.62,515.8976,5.77 - 6.11,1,66.6,-,-,0,-,-,0,-,-,0,515.8984,6.06,2.5E2,-,-,0,-,-,0,515.8969,5.82,3.49E2,-,-,0,-,-,0,0:0:0:1.00:0:0:1.39:0:0,4.17E1,1.16E2,1.00:2.79,5.94,,
,0.01,8.58,760.3391,10.60 - 10.70,2,32.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,760.3391,10.68,2.92E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,9.75E1,0:1.00,10.68,,
,0.01,4.16,365.8599,21.30 - 21.81,1,51,-,-,0,-,-,0,365.8599,21.78,2.22E2,-,-,0,-,-,0,-,-,0,365.8599,21.38,2.37E2,-,-,0,-,-,0,0:0:1.00:0:0:0:1.06:0:0,3.71E1,7.89E1,1.00:2.13,21.58,,
,0.01,8.58,927.7728,16.78 - 17.14,1,210.6,-,-,0,927.7703,16.86,1E3,-,-,0,927.7754,17.07,8.94E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.12:0:1.00:0:0:0:0:0,3.16E2,0,1.00:0,16.96,,
,0.01,3.47,860.7911,11.24 - 11.87,1,80.9,-,-,0,-,-,0,-,-,0,-,-,0,860.7891,11.26,4.3E2,-,-,0,860.7931,11.84,2.98E2,-,-,0,-,-,0,0:0:0:0:1.00:0:0.69:0:0,7.17E1,9.92E1,1.00:1.38,11.55,,
,0.01,8.53,304.8444,15.34 - 16.50,1,128.7,-,-,0,-,-,0,304.8444,16.44,3.42E2,-,-,0,304.8444,15.54,8.16E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:2.38:0:0:0:0,1.93E2,0,1.00:0,15.99,,
,0.01,8.53,608.8124,3.24 - 3.34,3,293,608.8133,3.28,1.57E3,-,-,0,-,-,0,-,-,0,-,-,0,608.8115,3.31,1.07E3,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0.68:0:0:0,4.39E2,0,1.00:0,3.29,,
,0.01,5.25,645.7908,13.05 - 14.26,1,200.4,-,-,0,645.7900,14.21,6.12E2,-,-,0,-,-,0,-,-,0,-,-,0,645.7916,13.21,1.19E3,-,-,0,-,-,0,0:1.00:0:0:0:0:1.95:0:0,1.02E2,3.97E2,1.00:3.89,13.71,,
,0.01,8.53,386.8217,6.93 - 7.81,3,31.2,386.8221,7.79,1.11E2,-,-,0,-,-,0,-,-,0,386.8212,6.94,1.69E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:1.53:0:0:0:0,4.67E1,0,1.00:0,7.37,,
,0.01,8.53,344.8214,5.00 - 5.37,3,33.2,-,-,0,-,-,0,344.8214,5.36,7.68E1,-,-,0,344.8213,5.08,2.22E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:2.89:0:0:0:0,4.97E1,0,1.00:0,5.22,,
,0.01,3.98,386.8213,13.40 - 14.23,1,75.3,-,-,0,-,-,0,-,-,0,386.8213,14.18,3.46E2,-,-,0,-,-,0,-,-,0,386.8213,13.43,3.32E2,-,-,0,0:0:0:1.00:0:0:0:0.96:0,5.76E1,1.11E2,1.00:1.92,13.81,,
,0.01,5.99,547.8570,2.26 - 2.62,1,112.3,-,-,0,-,-,0,-,-,0,547.8574,2.35,2.66E2,-,-,0,-,-,0,547.8565,2.50,7.44E2,-,-,0,-,-,0,0:0:0:1.00:0:0:2.79:0:0,4.44E1,2.48E2,1.00:5.59,2.43,,
,0.01,4.63,354.9263,13.42 - 13.84,3,38.2,354.9261,13.83,1.43E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,354.9264,13.45,2.01E2,-,-,0,-,-,0,1.00:0:0:0:0:0:1.40:0:0,2.38E1,6.68E1,1.00:2.81,13.64,,
,0.01,8.53,269.1328,16.71 - 16.78,1,9,-,-,0,-,-,0,269.1328,16.76,8.1E1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.35E1,0,1.00:0,16.76,,
,0.01,4.13,738.2762,19.53 - 19.99,2,73.8,738.2753,19.58,3.24E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,738.2770,19.92,3.41E2,-,-,0,-,-,0,1.00:0:0:0:0:0:1.05:0:0,5.4E1,1.14E2,1.00:2.10,19.75,,
,0.01,3.65,302.9002,21.04 - 21.35,1,110.5,-,-,0,-,-,0,-,-,0,302.9002,21.16,5.58E2,-,-,0,-,-,0,302.9002,21.17,4.36E2,-,-,0,-,-,0,0:0:0:1.00:0:0:0.78:0:0,9.3E1,1.45E2,1.00:1.56,21.17,,
,0.01,3.23,519.8412,6.14 - 7.31,1,720.3,519.8411,6.89,4.55E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,519.8414,6.35,1.93E3,-,-,0,-,-,0,1.00:0:0:0:0:0:0.42:0:0,7.59E2,6.43E2,1.00:0.85,6.62,,
,0.01,8.53,508.8087,14.42 - 14.91,1,380.7,-,-,0,508.8091,14.60,2.36E3,508.8083,14.61,1.07E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.45:0:0:0:0:0:0,5.71E2,0,1.00:0,14.60,,
,0.01,8.53,465.8053,1.46 - 1.56,1,51.3,-,-,0,465.8053,1.47,4.62E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,7.7E1,0,1.00:0,1.47,,
,0.01,3.93,873.3166,20.13 - 20.19,2,132,-,-,0,-,-,0,-,-,0,-,-,0,873.3168,20.15,9.37E2,-,-,0,-,-,0,-,-,0,873.3165,20.15,2.51E2,0:0:0:0:1.00:0:0:0:0.27,1.56E2,8.38E1,1.00:0.54,20.15,,
,0.01,8.58,326.8305,3.20 - 3.41,1,428.9,-,-,0,326.8305,3.27,3.86E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,6.43E2,0,1.00:0,3.27,,
,0.01,4.30,485.8886,9.08 - 9.75,1,81.8,-,-,0,-,-,0,-,-,0,-,-,0,485.8885,9.14,3.41E2,-,-,0,-,-,0,-,-,0,485.8886,9.66,3.95E2,0:0:0:0:1.00:0:0:0:1.16,5.69E1,1.32E2,1.00:2.31,9.40,,
,0.01,4.78,268.8020,15.01 - 15.28,3,31.2,-,-,0,-,-,0,268.8019,15.26,1.12E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,268.8022,15.04,1.69E2,0:0:1.00:0:0:0:0:0:1.51,1.86E1,5.64E1,1.00:3.03,15.15,,
,0.01,8.58,507.8776,15.90 - 18.33,1,1.1E3,507.8773,16.68,3.46E3,-,-,0,-,-,0,-,-,0,507.8780,16.10,6.84E3,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:1.97:0:0:0:0,1.72E3,0,1.00:0,16.39,,
,0.01,8.58,667.3429,14.63 - 14.71,2,26.1,-,-,0,-,-,0,-,-,0,667.3429,14.66,2.35E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,3.92E1,0,1.00:0,14.66,,
,0.01,8.58,446.8167,4.50 - 4.55,3,29,446.8167,4.54,2.61E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,4.35E1,0,1.00:0,4.54,,
,0.01,8.58,668.0958,0.16 - 0.18,2,3.8E3,-,-,0,-,-,0,-,-,0,668.0958,0.16,3.39E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,5.64E3,0,1.00:0,0.16,,
,0.01,8.58,564.8223,5.72 - 8.53,1,1.4E3,564.8223,6.54,1.12E4,-,-,0,564.8224,5.80,1.45E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0.13:0:0:0:0:0:0,2.11E3,0,1.00:0,6.17,,
,0.01,8.58,316.8771,10.19 - 11.17,8,235.5,316.8767,10.47,1.54E3,-,-,0,-,-,0,316.8774,11.16,5.78E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,2.67:0:0:1.00:0:0:0:0:0,3.53E2,0,1.00:0,10.81,,
,0.01,8.58,699.2976,13.67 - 13.78,2,39.1,-,-,0,699.2976,13.75,3.52E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,5.87E1,0,1.00:0,13.75,,
,0.01,8.58,374.8956,4.48 - 4.62,1,43,-,-,0,374.8956,4.56,3.87E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,6.45E1,0,1.00:0,4.56,,
,0.01,4.99,634.7568,14.46 - 14.69,1,90.7,-,-,0,-,-,0,-,-,0,634.7557,14.62,3.04E2,-,-,0,-,-,0,634.7578,14.53,5.13E2,-,-,0,-,-,0,0:0:0:1.00:0:0:1.69:0:0,5.07E1,1.71E2,1.00:3.37,14.58,,
,0.01,8.58,647.1321,3.52 - 3.96,1,490.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,647.1321,3.68,4.42E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.47E3,0:1.00,3.68,,
,0.01,4.49,703.2824,19.26 - 19.99,1,59.5,-,-,0,-,-,0,-,-,0,-,-,0,703.2833,19.29,2.34E2,-,-,0,703.2816,19.90,3.01E2,-,-,0,-,-,0,0:0:0:0:1.00:0:1.28:0:0,3.91E1,1E2,1.00:2.57,19.60,,
,0.01,3.41,645.7902,12.69 - 13.08,1,128.8,-,-,0,645.7896,13.02,6.96E2,-,-,0,-,-,0,-,-,0,-,-,0,645.7907,12.77,4.63E2,-,-,0,-,-,0,0:1.00:0:0:0:0:0.66:0:0,1.16E2,1.54E2,1.00:1.33,12.90,,
,0.01,8.56,264.8726,4.50 - 4.60,8,11.6,-,-,0,-,-,0,264.8726,4.56,1.05E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.74E1,0,1.00:0,4.56,,
,0.01,8.56,407.8710,6.34 - 7.29,1,33.3,407.8704,7.26,1.59E2,-,-,0,407.8715,6.37,1.4E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0.88:0:0:0:0:0:0,4.99E1,0,1.00:0,6.81,,
,0.01,8.56,552.8710,9.42 - 10.57,1,86.6,-,-,0,552.8707,10.51,4.83E2,-,-,0,552.8713,9.46,2.96E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.63:0:1.00:0:0:0:0:0,1.3E2,0,1.00:0,9.98,,
,0.01,5.47,676.3013,18.87 - 19.21,2,79.8,-,-,0,-,-,0,-,-,0,676.3013,19.16,2.27E2,-,-,0,-,-,0,-,-,0,-,-,0,676.3013,18.89,4.91E2,0:0:0:1.00:0:0:0:0:2.17,3.78E1,1.64E2,1.00:4.33,19.03,,
,0.01,3.07,626.3731,19.87 - 20.26,2,1.1E3,-,-,0,626.3718,20.07,6.65E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,626.3745,20.13,3.18E3,0:1.00:0:0:0:0:0:0:0.48,1.11E3,1.06E3,1.00:0.96,20.10,,
,0.01,8.56,382.8499,17.16 - 18.24,3,142.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,382.8499,17.23,3.91E2,382.8499,17.94,8.9E2,0:0:0:0:0:0:0:1.00:2.27,0,4.27E2,0:1.00,17.59,,
,0.01,8.56,723.8051,12.12 - 12.71,1,227.1,-,-,0,-,-,0,723.8036,12.39,1.19E3,723.8066,12.18,8.52E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.40:1.00:0:0:0:0:0,3.41E2,0,1.00:0,12.29,,
,0.01,8.56,556.8165,3.57 - 3.91,1,185,-,-,0,556.8170,3.73,1.33E3,-,-,0,556.8160,3.77,3.33E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:4.00:0:1.00:0:0:0:0:0,2.77E2,0,1.00:0,3.75,,
,0.01,8.56,578.7966,2.69 - 3.09,1,273,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,578.7975,2.79,1.2E3,578.7958,2.99,1.26E3,0:0:0:0:0:0:0:1.00:1.05,0,8.19E2,0:1.00,2.89,,
,0.01,8.56,604.8106,5.52 - 7.62,1,185.6,-,-,0,604.8102,7.49,7.54E2,604.8111,5.58,9.16E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:1.22:0:0:0:0:0:0,2.78E2,0,1.00:0,6.53,,
,0.01,8.56,652.8022,4.31 - 5.19,1,157,-,-,0,652.8015,5.03,9.09E2,652.8030,4.39,5.03E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.55:0:0:0:0:0:0,2.35E2,0,1.00:0,4.71,,
,0.01,8.56,428.8745,18.54 - 19.87,3,233.4,-,-,0,428.8742,19.74,8.06E2,428.8748,19.06,1.29E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:1.60:0:0:0:0:0:0,3.5E2,0,1.00:0,19.40,,
,0.01,8.56,746.8037,19.88 - 20.30,1,1E3,-,-,0,-,-,0,746.8019,20.01,7.14E3,-,-,0,-,-,0,746.8055,20.23,2.06E3,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0.29:0:0:0,1.53E3,0,1.00:0,20.12,,
,0.01,8.56,698.2897,15.17 - 15.67,2,62.4,-,-,0,-,-,0,-,-,0,698.2890,15.63,2.22E2,698.2904,15.28,3.4E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:1.53:0:0:0:0,9.37E1,0,1.00:0,15.45,,
,0.01,8.60,789.7968,12.81 - 18.56,1,567.5,-,-,0,-,-,0,789.7976,13.73,2.82E3,-,-,0,-,-,0,789.7957,12.94,1.72E3,-,-,0,789.7971,13.56,-,-,-,0,0:0:1.00:0:0:0.61:0:-:0,7.57E2,0,1.00:0,13.41,,
,0.01,8.60,552.7963,5.93 - 6.48,1,84.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,552.7959,6.01,3.38E2,552.7966,6.42,4.23E2,-,-,0,0:0:0:0:0:0:1.00:1.25:0,0,2.54E2,0:1.00,6.22,,
,0.01,3.63,701.8042,17.82 - 17.99,1,117.6,-,-,0,701.8060,17.95,5.98E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,701.8024,17.85,4.61E2,0:1.00:0:0:0:0:0:0:0.77,9.97E1,1.54E2,1.00:1.54,17.90,,
,0.01,8.60,614.8282,2.44 - 2.56,1,68.5,-,-,0,-,-,0,614.8295,2.51,3.08E2,614.8268,2.50,3.08E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:1.00:0:0:0:0:0,1.03E2,0,1.00:0,2.50,,
,0.01,8.60,568.8416,21.46 - 21.99,1,106.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,568.8417,21.62,7.5E2,568.8416,21.96,2.06E2,0:0:0:0:0:0:0:1.00:0.27,0,3.19E2,0:1.00,21.79,,
,0.01,8.60,447.7693,18.58 - 18.64,3,23.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,447.7693,18.57,2.08E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,6.93E1,0:1.00,18.57,,
,0.01,8.60,701.8105,11.09 - 11.70,1,74.6,-,-,0,-,-,0,701.8096,11.67,5E2,-,-,0,701.8113,11.11,1.71E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0.34:0:0:0:0,1.12E2,0,1.00:0,11.39,,
,0.01,4.17,400.9298,19.39 - 19.72,3,52.1,400.9303,19.41,2.27E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,400.9293,19.67,2.43E2,-,-,0,1.00:0:0:0:0:0:0:1.07:0,3.78E1,8.09E1,1.00:2.14,19.54,,
,0.01,7.36,1268.7175,20.17 - 20.24,1,291.8,-,-,0,-,-,0,1268.7202,20.22,4.41E2,-,-,0,-,-,0,-,-,0,-,-,0,1268.7147,20.22,2.19E3,-,-,0,0:0:1.00:0:0:0:0:4.96:0,7.35E1,7.28E2,1.00:9.91,20.22,,
,0.01,8.60,575.1530,3.58 - 3.67,1,164,-,-,0,-,-,0,-,-,0,575.1530,3.63,1.48E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.46E2,0,1.00:0,3.63,,
,0.01,3.78,429.8611,9.40 - 14.65,1,8.4E3,-,-,0,-,-,0,429.8616,9.64,4.11E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,429.8606,9.65,3.47E4,0:0:1.00:0:0:0:0:0:0.85,6.84E3,1.16E4,1.00:1.69,9.65,,
,0.01,8.60,620.8583,9.49 - 10.26,1,178.2,-,-,0,-,-,0,620.8589,9.78,9.14E2,-,-,0,620.8577,9.56,6.89E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0.75:0:0:0:0,2.67E2,0,1.00:0,9.67,,
,0.01,8.56,344.8965,10.93 - 11.00,3,8.9,-,-,0,-,-,0,-,-,0,-,-,0,344.8965,10.99,8.05E1,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,1.34E1,0,1.00:0,10.99,,
,0.01,8.56,418.8186,8.66 - 9.05,1,38.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,418.8181,9.01,2.05E2,418.8191,8.71,1.43E2,0:0:0:0:0:0:0:1.00:0.70,0,1.16E2,0:1.00,8.86,,
,0.01,3.11,1003.2780,20.09 - 20.25,2,653.7,1003.2758,20.14,3.82E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1003.2801,20.21,2.06E3,1.00:0:0:0:0:0:0:0:0.54,6.37E2,6.86E2,1.00:1.08,20.18,,
,0.01,8.56,316.9369,13.97 - 14.41,1,497.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,316.9369,14.17,4.47E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.49E3,0:1.00,14.17,,
,0.01,5.66,768.7999,19.27 - 19.87,1,183.2,-,-,0,-,-,0,-,-,0,768.7988,19.30,4.89E2,-,-,0,-,-,0,-,-,0,-,-,0,768.8010,19.73,1.16E3,0:0:0:1.00:0:0:0:0:2.37,8.14E1,3.87E2,1.00:4.75,19.52,,
,0.01,3.40,1030.7738,20.11 - 20.25,1,230.9,-,-,0,-,-,0,-,-,0,-,-,0,1030.7761,20.19,1.51E3,-,-,0,1030.7715,20.20,5.69E2,-,-,0,-,-,0,0:0:0:0:1.00:0:0.38:0:0,2.52E2,1.9E2,1.00:0.75,20.20,,
,0.01,8.56,620.8578,5.80 - 6.87,1,110.4,620.8578,5.86,6.1E2,-,-,0,-,-,0,-,-,0,-,-,0,620.8578,6.83,3.83E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0.63:0:0:0,1.66E2,0,1.00:0,6.34,,
,0.01,6.32,310.8829,14.56 - 15.05,1,114.4,-,-,0,310.8829,14.61,2.44E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,310.8828,14.58,7.86E2,-,-,0,0:1.00:0:0:0:0:0:3.22:0,4.07E1,2.62E2,1.00:6.44,14.60,,
,0.01,3.66,354.9096,6.39 - 7.16,8,79.9,-,-,0,-,-,0,-,-,0,-,-,0,354.9096,6.43,4.03E2,-,-,0,354.9097,7.14,3.16E2,-,-,0,-,-,0,0:0:0:0:1.00:0:0.78:0:0,6.72E1,1.05E2,1.00:1.57,6.78,,
,0.01,8.52,728.7475,5.25 - 5.31,1,20.2,728.7475,5.30,1.82E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,3.03E1,0,1.00:0,5.30,,
,0.01,3.29,272.1703,15.37 - 16.14,1,104.6,-,-,0,-,-,0,272.1703,15.44,6.68E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,272.1703,15.78,2.73E2,0:0:1.00:0:0:0:0:0:0.41,1.11E2,9.1E1,1.00:0.82,15.61,,
,0.01,4.43,360.8591,8.96 - 9.58,1,49.4,-,-,0,360.8591,8.99,1.97E2,-,-,0,-,-,0,-,-,0,-,-,0,360.8591,9.54,2.48E2,-,-,0,-,-,0,0:1.00:0:0:0:0:1.26:0:0,3.28E1,8.26E1,1.00:2.52,9.26,,
,0.01,4.83,586.8119,5.21 - 5.81,1,200.7,-,-,0,-,-,0,-,-,0,-,-,0,586.8109,5.32,7.05E2,-,-,0,-,-,0,586.8128,5.68,1.1E3,-,-,0,0:0:0:0:1.00:0:0:1.56:0,1.17E2,3.67E2,1.00:3.13,5.50,,
,0.01,5.23,972.6827,19.62 - 19.74,1,94,-,-,0,-,-,0,972.6842,19.65,2.89E2,-,-,0,-,-,0,-,-,0,-,-,0,972.6812,19.70,5.57E2,-,-,0,0:0:1.00:0:0:0:0:1.93:0,4.81E1,1.86E2,1.00:3.86,19.68,,
,0.01,8.52,497.0938,2.70 - 3.58,1,806.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,497.0938,3.06,7.26E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.21E3,0,1.00:0,3.06,,
,0.01,8.52,564.8222,15.09 - 15.49,1,177.8,564.8229,15.18,9.07E2,-,-,0,-,-,0,564.8214,15.36,6.93E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.31:0:0:1.00:0:0:0:0:0,2.67E2,0,1.00:0,15.27,,
,0.01,8.52,1137.7671,20.14 - 20.22,2,228.1,-,-,0,1137.7671,20.15,2.05E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.42E2,0,1.00:0,20.15,,
,0.01,8.52,426.1728,3.88 - 4.05,1,221.3,-,-,0,-,-,0,426.1728,3.93,1.99E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,3.32E2,0,1.00:0,3.93,,
,0.01,8.52,447.9730,0.07 - 3.37,1,5.5E3,447.9732,0.85,1.3E4,447.9727,0.11,3.64E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:2.80:0:0:0:0:0:0:0,8.22E3,0,1.00:0,0.48,,
,0.01,8.52,566.8367,5.23 - 5.98,1,74.7,-,-,0,566.8378,5.92,3.78E2,566.8357,5.27,2.94E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.78:0:0:0:0:0:0,1.12E2,0,1.00:0,5.60,,
,0.01,3.82,573.8564,19.67 - 20.00,1,169.2,-,-,0,-,-,0,-,-,0,-,-,0,573.8571,19.84,8.13E2,-,-,0,573.8557,19.77,7.1E2,-,-,0,-,-,0,0:0:0:0:1.00:0:0.87:0:0,1.35E2,2.37E2,1.00:1.75,19.80,,
,0.01,7.38,724.8127,11.89 - 12.18,1,258.1,-,-,0,-,-,0,-,-,0,724.8137,12.06,3.79E2,-,-,0,-,-,0,724.8117,12.02,1.94E3,-,-,0,-,-,0,0:0:0:1.00:0:0:5.12:0:0,6.32E1,6.48E2,1.00:10.24,12.04,,
,0.01,8.52,855.3775,0.11 - 0.17,1,2.4E3,-,-,0,-,-,0,-,-,0,-,-,0,855.3775,0.17,2.16E4,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,3.6E3,0,1.00:0,0.17,,
,0.01,3.12,1251.7372,20.11 - 20.22,1,886.8,1251.7329,20.17,5.47E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1251.7416,20.18,2.51E3,-,-,0,-,-,0,1.00:0:0:0:0:0:0.46:0:0,9.12E2,8.36E2,1.00:0.92,20.18,,
