Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,STARD6_C00_neg m/z,STARD6_C00_neg RT mean,STARD6_C00_neg Normalized Area,STARD6_C05_neg m/z,STARD6_C05_neg RT mean,STARD6_C05_neg Normalized Area,STARD6_C06_neg m/z,STARD6_C06_neg RT mean,STARD6_C06_neg Normalized Area,STARD6_C07_neg m/z,STARD6_C07_neg RT mean,STARD6_C07_neg Normalized Area,STARD6_C11_neg m/z,STARD6_C11_neg RT mean,STARD6_C11_neg Normalized Area,STARD6_C12_neg m/z,STARD6_C12_neg RT mean,STARD6_C12_neg Normalized Area,STARD6_C08_neg m/z,STARD6_C08_neg RT mean,STARD6_C08_neg Normalized Area,STARD6_C09_neg m/z,STARD6_C09_neg RT mean,STARD6_C09_neg Normalized Area,STARD6_C10_neg m/z,STARD6_C10_neg RT mean,STARD6_C10_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.09,4.36,982.7824,20.07 - 20.26,1,910.9,-,-,0,982.7815,20.14,2.02E3,-,-,0,-,-,0,982.7832,20.15,1.6E3,982.7823,20.21,3.13E3,-,-,0,-,-,0,982.7826,20.13,1.45E3,0:1.00:0:0:0.79:1.55:0:0:0.72,1.12E3,4.84E2,1.00:0.43,20.16,,
,0.09,3.43,987.2961,20.11 - 20.24,2,825.4,987.2990,20.15,2.31E3,-,-,0,987.2952,20.17,1.77E3,-,-,0,987.2943,20.17,1.34E3,-,-,0,987.2959,20.17,2.02E3,-,-,0,-,-,0,1.31:0:1.00:0:0.76:0:1.14:0:0,9.01E2,6.73E2,1.00:0.75,20.17,,
,0.09,4.03,861.5769,0.98 - 2.47,1,1E3,-,-,0,861.5793,1.32,4.93E3,-,-,0,861.5751,2.32,3.74E2,861.5780,1.59,1.31E3,861.5778,1.66,5.56E2,-,-,0,861.5740,1.43,1.86E3,-,-,0,0:1.00:0:0.08:0.27:0.11:0:0.38:0,1.2E3,6.21E2,1.00:0.52,1.67,,
,0.09,8.80,479.3747,5.87 - 6.44,1,458.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,479.3747,6.28,4.12E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.37E3,0:1.00,6.28,,
,0.09,8.80,477.4686,13.49 - 13.86,1,387.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,477.4686,13.68,3.49E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.81E2,0,1.00:0,13.68,,
,0.09,8.80,1118.9030,17.38 - 17.57,1,413.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1118.9030,17.45,3.72E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.2E2,0,1.00:0,17.45,,
,0.09,8.80,444.3701,2.43 - 2.72,1,229.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,444.3701,2.67,2.07E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,6.88E2,0:1.00,2.67,,
,0.09,4.86,657.5134,11.28 - 11.97,1,1.8E3,-,-,0,-,-,0,-,-,0,-,-,0,657.5134,11.58,2.65E3,657.5137,11.56,3.8E3,657.5131,11.69,9.8E3,-,-,0,-,-,0,0:0:0:0:1.00:1.44:3.70:0:0,1.08E3,3.27E3,1.00:3.04,11.61,,
,0.09,3.23,968.6261,11.92 - 13.53,1,372.4,-,-,0,968.6250,12.14,1.18E3,-,-,0,968.6204,13.49,6.45E2,-,-,0,968.6277,12.74,5.24E2,-,-,0,968.6284,11.96,4.02E2,968.6290,12.94,6.02E2,0:1.00:0:0.55:0:0.44:0:0.34:0.51,3.91E2,3.35E2,1.00:0.86,12.65,,
,0.09,8.80,814.5880,11.99 - 12.49,1,433.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,814.5880,12.24,3.9E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.5E2,0,1.00:0,12.24,,
,0.09,8.80,1106.9011,17.44 - 17.60,1,347.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1106.9011,17.52,3.13E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.21E2,0,1.00:0,17.52,,
,0.09,3.40,399.8167,14.78 - 15.76,3,894,399.8167,15.07,2.44E3,-,-,0,-,-,0,399.8170,15.09,2.4E3,399.8162,15.19,9.77E2,-,-,0,399.8167,15.29,2.22E3,-,-,0,-,-,0,1.00:0:0:0.98:0.40:0:0.91:0:0,9.7E2,7.41E2,1.00:0.76,15.16,,
,0.09,8.80,527.2858,1.19 - 2.22,1,694.6,527.2858,1.46,6.25E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.04E3,0,1.00:0,1.46,,
,0.09,8.80,895.5111,0.11 - 0.23,1,4.6E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,895.5111,0.16,4.14E5,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.38E5,0:1.00,0.16,,
,0.09,8.85,500.1397,3.23 - 3.87,1,1.6E3,500.1411,3.72,3.72E3,500.1389,3.70,3.63E3,-,-,0,-,-,0,500.1401,3.72,2.34E3,500.1387,3.71,4.54E3,-,-,0,-,-,0,-,-,0,1.00:0.97:0:0:0.63:1.22:0:0:0,2.37E3,0,1.00:0,3.71,,
,0.09,8.85,1076.8552,16.98 - 17.15,1,387,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1076.8552,17.06,3.48E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.8E2,0,1.00:0,17.06,,
,0.09,3.11,743.6818,5.73 - 7.42,1,412.5,743.6769,7.15,9.15E2,-,-,0,743.6855,6.73,3.93E2,-,-,0,743.6805,7.06,1.23E3,-,-,0,-,-,0,743.6815,6.78,3.52E2,743.6845,5.90,8.27E2,2.33:0:1.00:0:3.12:0:0:0.89:2.10,4.22E2,3.93E2,1.00:0.93,6.72,,
,0.09,8.85,771.7247,16.63 - 16.83,1,280.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,771.7247,16.69,2.52E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.2E2,0,1.00:0,16.69,,
,0.09,8.85,439.2530,0.30 - 0.70,1,1.1E3,-,-,0,-,-,0,-,-,0,-,-,0,439.2530,0.61,9.71E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,1.62E3,0,1.00:0,0.61,,
,0.09,8.85,1078.8335,16.56 - 16.75,1,377.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1078.8335,16.64,3.4E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.67E2,0,1.00:0,16.64,,
,0.09,8.85,541.2950,2.84 - 3.36,1,347.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,541.2950,3.20,3.13E3,0:0:0:0:0:0:0:0:1.00,0,1.04E3,0:1.00,3.20,,
,0.09,4.46,854.7350,14.09 - 16.15,1,507.9,854.7310,14.19,1.03E3,-,-,0,854.7289,15.49,7.27E2,854.7354,15.27,1.66E3,854.7369,15.26,3.8E2,-,-,0,-,-,0,854.7428,16.02,7.74E2,-,-,0,1.42:0:1.00:2.29:0.52:0:0:1.07:0,6.33E2,2.58E2,1.00:0.41,15.25,,
,0.09,3.78,1127.7854,20.13 - 20.22,2,991.5,1127.7859,20.18,2.31E3,-,-,0,1127.7892,20.17,2.25E3,-,-,0,1127.7866,20.17,2.29E3,-,-,0,-,-,0,1127.7800,20.19,2.07E3,-,-,0,1.03:0:1.00:0:1.02:0:0:0.92:0,1.14E3,6.91E2,1.00:0.61,20.18,,
,0.09,8.90,1056.9565,17.20 - 17.32,1,401.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1056.9565,17.26,3.61E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.02E2,0,1.00:0,17.26,,
,0.09,8.90,511.3862,0.33 - 0.53,1,335.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,511.3862,0.47,3.02E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.01E3,0:1.00,0.47,,
,0.09,4.39,640.7130,3.69 - 5.48,1,1.4E3,640.7134,3.96,3.57E3,-,-,0,640.7131,4.22,5.32E3,-,-,0,-,-,0,640.7133,4.45,1.83E3,-,-,0,-,-,0,640.7122,4.43,2.28E3,0.67:0:1.00:0:0:0.34:0:0:0.43,1.79E3,7.6E2,1.00:0.43,4.27,,
,0.09,8.90,703.6617,16.02 - 16.24,1,452.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,703.6617,16.13,4.07E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.79E2,0,1.00:0,16.13,,
,0.09,5.32,901.6384,12.04 - 14.30,1,475.3,901.6356,14.01,1.11E3,901.6390,13.30,1.42E3,901.6382,13.46,1.04E3,-,-,0,-,-,0,901.6423,12.07,2.06E2,-,-,0,901.6371,13.36,5E2,-,-,0,1.07:1.36:1.00:0:0:0.20:0:0.48:0,6.3E2,1.67E2,1.00:0.26,13.24,,
,0.09,8.95,422.0911,0.80 - 1.03,1,275.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,422.0911,0.96,2.48E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.13E2,0,1.00:0,0.96,,
,0.09,8.95,551.2499,1.13 - 1.33,1,299.5,551.2499,1.26,2.7E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,4.49E2,0,1.00:0,1.26,,
,0.09,8.95,525.7067,0.11 - 0.21,1,9.6E3,-,-,0,-,-,0,-,-,0,-,-,0,525.7065,0.18,4.71E4,525.7068,0.18,3.92E4,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0.83:0:0:0,1.44E4,0,1.00:0,0.18,,
,0.09,8.95,1070.9709,17.30 - 17.44,1,371.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1070.9709,17.37,3.35E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.58E2,0,1.00:0,17.37,,
,0.09,8.95,862.6429,15.28 - 15.48,1,394.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,862.6429,15.38,3.55E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.92E2,0,1.00:0,15.38,,
,0.09,8.95,529.3176,3.05 - 3.41,1,1.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,529.3176,3.20,9.65E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.61E3,0,1.00:0,3.20,,
,0.09,3.13,662.9983,3.28 - 3.41,1,229,662.9978,3.33,5.46E2,-,-,0,662.9984,3.31,3.98E2,-,-,0,662.9987,3.33,4.67E2,-,-,0,-,-,0,-,-,0,662.9984,3.32,6.49E2,1.37:0:1.00:0:1.17:0:0:0:1.63,2.35E2,2.16E2,1.00:0.92,3.32,,
,0.09,8.95,674.7630,13.82 - 15.43,1,1.1E3,674.7628,13.99,1.36E3,-,-,0,674.7634,14.30,2.5E3,674.7627,14.44,3.94E3,674.7631,14.22,1.99E3,-,-,0,-,-,0,-,-,0,-,-,0,0.54:0:1.00:1.58:0.80:0:0:0:0,1.63E3,0,1.00:0,14.24,,
,0.09,8.95,742.6230,9.20 - 9.54,1,345.2,-,-,0,-,-,0,-,-,0,-,-,0,742.6230,9.34,3.11E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,5.18E2,0,1.00:0,9.34,,
,0.09,8.95,503.2650,1.48 - 1.86,1,314.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,503.2650,1.61,2.83E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.72E2,0,1.00:0,1.61,,
,0.09,8.95,568.5784,0.11 - 0.19,3,1.1E4,-,-,0,-,-,0,568.5784,0.15,1.03E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.72E4,0,1.00:0,0.15,,
,0.09,3.43,422.8360,0.11 - 0.25,1,1.7E5,-,-,0,-,-,0,-,-,0,-,-,0,422.8354,0.18,6.65E5,422.8364,0.18,4.23E5,422.8362,0.18,4.09E5,-,-,0,-,-,0,0:0:0:0:1.00:0.64:0.62:0:0,1.81E5,1.36E5,1.00:0.75,0.18,,
,0.09,4.47,361.0750,0.23 - 0.38,1,3.3E3,-,-,0,-,-,0,361.0748,0.29,7.42E3,-,-,0,-,-,0,361.0750,0.29,5.85E3,-,-,0,361.0752,0.27,1.62E4,-,-,0,0:0:1.00:0:0:0.79:0:2.19:0,2.21E3,5.4E3,1.00:2.44,0.28,,
,0.09,8.90,1034.9330,17.28 - 17.42,1,357.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1034.9330,17.34,3.21E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.36E2,0,1.00:0,17.34,,
,0.09,8.90,1090.8733,17.34 - 17.47,1,303.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1090.8733,17.40,2.73E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.55E2,0,1.00:0,17.40,,
,0.09,3.74,852.7476,15.99 - 16.72,1,731.6,852.7463,16.45,2.42E3,852.7444,16.47,2.38E3,-,-,0,-,-,0,-,-,0,852.7493,16.60,2.3E2,852.7505,16.12,9.52E2,852.7474,16.19,6.03E2,-,-,0,1.00:0.99:0:0:0:0.10:0.39:0.25:0,8.38E2,5.18E2,1.00:0.62,16.37,,
,0.09,8.95,381.2469,2.36 - 2.93,1,363.7,-,-,0,-,-,0,-,-,0,-,-,0,381.2469,2.56,3.27E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,5.45E2,0,1.00:0,2.56,,
,0.09,8.95,1060.8610,17.27 - 17.52,1,376.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1060.8610,17.45,3.39E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.65E2,0,1.00:0,17.45,,
,0.09,8.95,531.4062,5.87 - 6.61,1,412.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,531.4062,6.50,3.71E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.24E3,0:1.00,6.50,,
,0.09,4.89,545.7626,0.11 - 0.20,1,2E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,545.7626,0.17,7.26E4,-,-,0,545.7627,0.16,1.11E5,-,-,0,0:0:0:0:0:1.00:0:1.53:0,1.21E4,3.7E4,1.00:3.06,0.16,,
,0.09,8.90,451.0756,0.28 - 0.46,1,678.3,451.0758,0.40,4.27E3,-,-,0,-,-,0,-,-,0,451.0754,0.40,1.84E3,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0.43:0:0:0:0,1.02E3,0,1.00:0,0.40,,
,0.09,8.90,980.8893,16.96 - 17.12,1,341.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,980.8893,17.05,3.08E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.13E2,0,1.00:0,17.05,,
,0.09,8.90,624.5589,11.03 - 11.47,1,390.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,624.5589,11.28,3.51E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.86E2,0,1.00:0,11.28,,
,0.09,8.90,612.5582,10.91 - 11.31,1,366.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,612.5582,11.13,3.3E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.5E2,0,1.00:0,11.13,,
,0.09,8.90,1080.8506,16.82 - 16.98,1,348.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1080.8506,16.91,3.14E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.23E2,0,1.00:0,16.91,,
,0.09,8.90,726.3359,20.12 - 20.26,2,460.6,726.3357,20.20,1.25E3,-,-,0,726.3346,20.21,7.34E2,-,-,0,726.3370,20.21,9.93E2,726.3363,20.17,1.17E3,-,-,0,-,-,0,-,-,0,1.70:0:1.00:0:1.35:1.59:0:0:0,6.91E2,0,1.00:0,20.20,,
,0.09,8.90,614.5004,3.70 - 5.12,1,1.4E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,614.5004,4.42,1.26E4,-,-,0,0:0:0:0:0:0:0:1.00:0,0,4.21E3,0:1.00,4.42,,
,0.09,8.85,1028.7714,20.09 - 20.25,2,1.1E3,1028.7683,20.19,3.05E3,-,-,0,1028.7717,20.18,1.86E3,-,-,0,1028.7747,20.17,2.39E3,1028.7710,20.17,2.61E3,-,-,0,-,-,0,-,-,0,1.64:0:1.00:0:1.29:1.41:0:0:0,1.65E3,0,1.00:0,20.18,,
,0.09,8.85,857.2436,3.63 - 3.76,1,290.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,857.2436,3.71,2.61E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.35E2,0,1.00:0,3.71,,
,0.09,3.43,652.6862,2.12 - 4.46,1,1.6E3,652.6860,2.35,4.56E3,-,-,0,-,-,0,652.6860,2.55,1.99E3,652.6869,2.79,3.64E3,-,-,0,-,-,0,652.6860,2.78,3.83E3,-,-,0,1.00:0:0:0.44:0.80:0:0:0.84:0,1.7E3,1.28E3,1.00:0.75,2.62,,
,0.09,8.85,626.5372,9.55 - 10.07,1,452.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,626.5372,9.85,4.07E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.79E2,0,1.00:0,9.85,,
,0.09,8.85,744.6287,13.50 - 13.78,1,364.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,744.6287,13.68,3.28E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.46E2,0,1.00:0,13.68,,
,0.09,6.94,316.8604,9.78 - 16.91,1,1.4E4,316.8604,14.93,4.76E4,-,-,0,316.8603,14.78,6.64E4,-,-,0,316.8604,14.35,5.22E3,-,-,0,316.8601,15.22,2.49E3,316.8604,15.10,3.36E3,316.8607,15.31,1.76E3,0.72:0:1.00:0:0.08:0:0.04:0.05:0.03,1.99E4,2.54E3,1.00:0.13,14.95,,
,0.09,8.85,786.7128,16.08 - 16.25,1,284.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,786.7128,16.14,2.56E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.26E2,0,1.00:0,16.14,,
,0.09,8.85,353.0774,0.25 - 0.75,1,3.5E3,-,-,0,-,-,0,353.0778,0.45,1.68E4,-,-,0,353.0770,0.54,1.44E4,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0.86:0:0:0:0,5.2E3,0,1.00:0,0.49,,
,0.09,4.11,963.6059,6.14 - 7.57,1,668.6,-,-,0,963.6131,6.76,1.38E3,963.6063,7.08,8.82E2,963.6077,6.36,7.27E2,-,-,0,-,-,0,963.5978,6.62,1.91E3,-,-,0,963.6045,6.25,1.12E3,0:1.57:1.00:0.82:0:0:2.17:0:1.27,4.98E2,1.01E3,1.00:2.02,6.61,,
,0.09,8.85,756.0548,3.64 - 3.76,1,351.4,756.0553,3.72,9.68E2,756.0529,3.70,8.15E2,756.0555,3.69,6.4E2,-,-,0,756.0554,3.74,7.4E2,-,-,0,-,-,0,-,-,0,-,-,0,1.51:1.27:1.00:0:1.16:0:0:0:0,5.27E2,0,1.00:0,3.71,,
,0.09,3.52,581.8705,19.22 - 20.21,1,984.2,-,-,0,581.8705,19.86,1.42E3,581.8715,20.15,3.09E3,581.8691,20.02,2.04E3,-,-,0,-,-,0,-,-,0,-,-,0,581.8707,19.88,2.31E3,0:0.46:1.00:0.66:0:0:0:0:0.75,1.09E3,7.7E2,1.00:0.71,19.98,,
,0.09,3.91,774.6911,1.89 - 12.47,1,5.9E4,774.6915,7.19,8.79E4,-,-,0,774.6904,7.33,1.29E5,-,-,0,-,-,0,774.6920,6.57,6.13E4,774.6917,7.40,6.75E4,774.6904,6.89,1.18E5,774.6908,7.47,6.39E4,0.68:0:1.00:0:0:0.48:0.52:0.91:0.50,4.64E4,8.3E4,1.00:1.79,7.14,,
,0.09,3.08,387.8611,15.25 - 20.41,1,2.1E5,-,-,0,-,-,0,-,-,0,387.8610,20.26,6.67E5,387.8612,20.26,6.14E5,-,-,0,-,-,0,387.8610,20.25,6.09E5,-,-,0,0:0:0:1.00:0.92:0:0:0.91:0,2.13E5,2.03E5,1.00:0.95,20.26,,
,0.09,8.95,801.6981,16.13 - 16.28,1,261.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,801.6981,16.21,2.35E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,3.92E2,0,1.00:0,16.21,,
,0.09,8.95,826.5880,11.37 - 11.79,1,386.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,826.5880,11.58,3.48E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.8E2,0,1.00:0,11.58,,
,0.09,8.95,756.5208,0.15 - 0.20,2,1.2E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,756.5208,0.18,1.06E5,-,-,0,0:0:0:0:0:0:0:1.00:0,0,3.54E4,0:1.00,0.18,,
,0.09,7.99,756.6363,9.56 - 10.61,1,2.4E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,756.6370,10.06,3.19E3,756.6369,10.01,1.4E4,756.6351,10.04,4.41E3,-,-,0,0:0:0:0:0:1.00:4.41:1.39:0,5.31E2,6.15E3,1.00:11.59,10.04,,
,0.09,8.90,1018.9427,17.69 - 17.81,1,345,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1018.9427,17.74,3.1E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.17E2,0,1.00:0,17.74,,
,0.09,8.90,810.7241,15.26 - 15.57,1,714.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,810.7218,15.37,5.71E3,-,-,0,810.7263,15.39,-,-,-,0,0:0:0:0:0:1.00:0:-:0,9.52E2,0,1.00:0,15.38,,
,0.09,8.90,612.5205,8.71 - 9.25,1,437.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,612.5205,9.14,3.93E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,6.56E2,0,1.00:0,9.14,,
,0.09,8.90,415.1976,0.12 - 0.58,1,1.9E3,415.1974,0.45,5.17E3,-,-,0,-,-,0,415.1975,0.29,8.56E3,415.1978,0.48,3.6E3,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:1.65:0.70:0:0:0:0,2.89E3,0,1.00:0,0.41,,
,0.09,8.90,1032.0951,8.30 - 8.56,1,503.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1032.0951,8.43,4.53E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.51E3,0:1.00,8.43,,
,0.09,4.45,827.6371,5.76 - 7.49,1,431.2,827.6354,7.33,1.14E3,827.6389,6.67,5.72E2,827.6398,7.15,1.26E3,-,-,0,827.6372,5.78,2.49E2,-,-,0,-,-,0,-,-,0,827.6344,6.69,6.64E2,0.90:0.45:1.00:0:0.20:0:0:0:0.53,5.36E2,2.21E2,1.00:0.41,6.72,,
,0.09,6.24,583.1388,3.16 - 3.47,3,822.7,583.1384,3.32,7.22E2,-,-,0,-,-,0,583.1378,3.30,1.19E3,-,-,0,-,-,0,583.1392,3.31,4.11E3,583.1400,3.32,1.39E3,-,-,0,1.00:0:0:1.64:0:0:5.69:1.92:0,3.18E2,1.83E3,1.00:5.75,3.31,,
,0.09,8.90,335.1898,1.27 - 1.55,1,692.6,-,-,0,-,-,0,-,-,0,335.1898,1.49,6.23E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.04E3,0,1.00:0,1.49,,
,0.09,8.90,395.2621,2.54 - 3.12,1,354.8,-,-,0,-,-,0,-,-,0,-,-,0,395.2621,2.88,3.19E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,5.32E2,0,1.00:0,2.88,,
,0.09,8.90,747.5662,6.99 - 7.32,1,351,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,747.5662,7.12,3.16E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.26E2,0,1.00:0,7.12,,
,0.09,8.90,378.1314,0.10 - 0.21,1,1.3E4,-,-,0,-,-,0,378.1309,0.15,7.52E4,378.1319,0.15,4.43E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0.59:0:0:0:0:0,1.99E4,0,1.00:0,0.15,,
,0.09,8.90,459.1044,16.67 - 19.26,1,591.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,459.1044,16.78,5.33E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,8.88E2,0,1.00:0,16.78,,
,0.09,8.90,584.5273,9.27 - 9.72,1,371.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,584.5273,9.60,3.34E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.57E2,0,1.00:0,9.60,,
,0.09,4.13,474.4040,8.17 - 8.90,3,1.9E3,-,-,0,-,-,0,474.4041,8.61,5.19E3,474.4043,8.28,3.29E3,-,-,0,-,-,0,-,-,0,474.4041,8.69,5.64E3,474.4035,8.37,2.97E3,0:0:1.00:0.63:0:0:0:1.09:0.57,1.41E3,2.87E3,1.00:2.03,8.49,,
,0.09,3.94,858.8057,20.10 - 20.24,1,558.1,-,-,0,858.8032,20.20,1.24E3,-,-,0,-,-,0,858.8068,20.17,1.39E3,-,-,0,858.8051,20.17,1.08E3,858.8079,20.16,1.31E3,-,-,0,0:1.00:0:0:1.13:0:0.87:1.06:0,4.38E2,7.98E2,1.00:1.82,20.17,,
,0.09,7.88,824.6210,9.71 - 11.46,1,884.5,-,-,0,-,-,0,824.6215,9.77,9.17E2,-,-,0,824.6218,10.73,3.14E2,-,-,0,824.6195,11.44,3.83E3,824.6212,11.14,1.12E3,824.6209,10.91,1.78E3,0:0:1.00:0:0.34:0:4.17:1.22:1.94,2.05E2,2.24E3,1.00:10.93,10.80,,
,0.09,8.95,680.6323,9.71 - 10.07,1,356.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,680.6323,9.94,3.21E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,5.35E2,0,1.00:0,9.94,,
,0.09,8.95,756.6661,15.57 - 15.79,1,267,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,756.6661,15.63,2.4E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,4.01E2,0,1.00:0,15.63,,
